ISO3,year,gen_govdef_GDP,source,nGDP,gen_govdef
COM,1989,-1.315,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,132832.2,-1746.744
COM,1990,-1.029,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,139061.4,-1430.942
COM,1991,-2.256,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,145091.5,-3273.264
COM,1992,-1.99,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,146816.8,-2921.655
COM,1993,1.274,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,155514.4,1981.254
COM,1994,-3.7,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,161180.1,-5963.665
COM,1995,-4.129,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,180894.5,-7469.134
COM,1996,-3.426,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,184270.2,-6313.096
COM,1997,-1.3,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,193446.8,-2514.808
COM,1998,-2.003,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,198588.9,-3977.736
COM,1999,-.456,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,214170.8,-976.6189
COM,2000,-1.138,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,225309.9,-2564.026
COM,2001,-2.128,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,250465.5,-5329.906
COM,2002,-2.146,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,266977.2,-5729.33
COM,2003,-2.045,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,286529.6,-5859.53
COM,2004,-.98,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,301923.5,-2958.85
COM,2005,.032,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,311472,99.67104
COM,2006,-1.507,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,327925,-4941.83
COM,2007,-1.179,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,285627,-3367.542
COM,2008,-1.464,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,306288,-4484.056
COM,2009,.36,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,319332,1149.595
COM,2010,4.204,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,336947.3,14165.26
COM,2011,.861,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,361596.4,3113.345
COM,2012,1.962,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,388983.8,7631.862
COM,2013,11.65071,Derived using data on general government deficit to GDP from AMF and the spliced GDP,413476.6,48172.95
COM,2014,-.314766,Derived using data on general government deficit to GDP from AMF and the spliced GDP,425713,-1340
COM,2015,2.598265,Derived using data on general government deficit to GDP from AMF and the spliced GDP,428346,11129.56
COM,2016,-7.789891,Derived using data on general government deficit to GDP from AMF and the spliced GDP,450159,-35066.9
COM,2017,-8.764812,Derived using data on general government deficit to GDP from AMF and the spliced GDP,469217,-41125.99
COM,2018,-1.161408,Derived using data on general government deficit to GDP from AMF and the spliced GDP,495235,-5751.697
COM,2019,-2.886732,Derived using data on general government deficit to GDP from AMF and the spliced GDP,525167,-15160.17
COM,2020,-2.328929,Derived using data on general government deficit to GDP from AMF and the spliced GDP,527149,-12276.93
COM,2021,-2.814,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,539116,-15170.72
COM,2022,-3.973773,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,605041,-24042.95
COM,2023,-1.335339,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,658779.4,-8796.939
COM,2024,-2.793,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,714722.8,-19962.21
COM,2025,-2.543,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,753897.4,-19171.61
COM,2026,-2.414,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,802620.9,-19375.27
COM,2027,-1.481,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,855036.6,-12663.09
COM,2028,-1.614,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,909076.6,-14672.5
COM,2029,-.824,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,962240.9,-7928.865
CPV,1994,-12.779,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,38094.98,-4868.157
CPV,1995,-11.131,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,42880.59,-4773.038
CPV,1996,-11.215,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,47421.12,-5318.279
CPV,1997,-10.182,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,52278.15,-5322.961
CPV,1998,-3.162,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,58681.97,-1855.524
CPV,1999,-10.871,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,70253.2,-7637.226
CPV,2000,-15.532,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,73397.48,-11400.1
CPV,2001,-5.029,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,79883.98,-4017.365
CPV,2002,-6.139,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,84813.89,-5206.725
CPV,2003,-3.627,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,93855.67,-3404.145
CPV,2004,-2.979,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,98080.11,-2921.807
CPV,2005,-4.693,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,104256.9,-4892.775
CPV,2006,-4.316,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,119267.4,-5147.582
CPV,2007,-.863,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,132984.3,-1147.654
CPV,2008,-1.415,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,147630,-2088.964
CPV,2009,-5.32,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,148252.4,-7887.026
CPV,2010,-9.597,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,151962.9,-14583.88
CPV,2011,-6.976,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,162265.3,-11319.63
CPV,2012,-9.364,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,165135.2,-15463.26
CPV,2013,-8.49,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,168546.7,-14309.61
CPV,2014,-6.934,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,169550.6,-11756.64
CPV,2015,-4.157,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,173910.8,-7229.473
CPV,2016,-2.728,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,184402.1,-5030.489
