ISO3,year,finv,source,nGDP,finv_GDP
MDV,1975,50.31263,Derived using data on fixed investment from UN and the spliced GDP,309.99,.1623041
MDV,1976,64.85634,Derived using data on fixed investment from UN and the spliced GDP,410.6569,.1579332
MDV,1977,61.21881,Derived using data on fixed investment from UN and the spliced GDP,401.0695,.1526389
MDV,1978,76.80212,Derived using data on fixed investment from UN and the spliced GDP,479.366,.160216
MDV,1979,107.6359,Derived using data on fixed investment from UN and the spliced GDP,632.7631,.1701045
MDV,1980,119.9632,Derived using data on fixed investment from UN and the spliced GDP,703.0701,.1706276
MDV,1981,101.1614,Derived using data on fixed investment from UN and the spliced GDP,743.4037,.1360787
MDV,1982,113.2506,Derived using data on fixed investment from UN and the spliced GDP,897.6204,.1261676
MDV,1983,182.5203,Derived using data on fixed investment from UN and the spliced GDP,921.3461,.1981018
MDV,1984,233.0982,Derived using data on fixed investment from UN and the spliced GDP,1061.723,.2195472
MDV,1985,258.7337,Derived using data on fixed investment from UN and the spliced GDP,1178.374,.2195684
MDV,1986,290.5394,Derived using data on fixed investment from UN and the spliced GDP,1324.3,.2193909
MDV,1987,373.3186,Derived using data on fixed investment from UN and the spliced GDP,1700.08,.2195889
MDV,1988,424.02,Derived using data on fixed investment from UN and the spliced GDP,1932.283,.2194399
MDV,1989,491.4446,Derived using data on fixed investment from UN and the spliced GDP,2236.405,.2197476
MDV,1990,588.9705,Derived using data on fixed investment from UN and the spliced GDP,2681.101,.2196748
MDV,1991,714.6541,Derived using data on fixed investment from UN and the spliced GDP,3270.679,.2185033
MDV,1992,866.8653,Derived using data on fixed investment from UN and the spliced GDP,3929.958,.2205788
MDV,1993,1008.411,Derived using data on fixed investment from UN and the spliced GDP,4611.034,.2186952
MDV,1994,1191.347,Derived using data on fixed investment from UN and the spliced GDP,5383.738,.2212862
MDV,1995,1461.904,Derived using data on fixed investment from UN and the spliced GDP,6665.896,.2193109
MDV,1996,1600.088,Derived using data on fixed investment from UN and the spliced GDP,7524.683,.2126452
MDV,1997,1961.066,Derived using data on fixed investment from UN and the spliced GDP,8491.067,.2309564
MDV,1998,1888.416,Derived using data on fixed investment from UN and the spliced GDP,9023.516,.2092772
MDV,1999,2306.032,Derived using data on fixed investment from UN and the spliced GDP,9844.688,.2342413
MDV,2000,1911.941,Derived using data on fixed investment from UN and the spliced GDP,10430.93,.1832953
MDV,2001,2122.874,Derived using data on fixed investment from UN and the spliced GDP,10860.19,.1954731
MDV,2002,2399.541,Derived using data on fixed investment from UN and the spliced GDP,11690.57,.2052544
MDV,2003,3456,Derived using data on fixed investment from UN and the spliced GDP,13467.15,.2566245
MDV,2004,3953.902,Derived using data on fixed investment from UN and the spliced GDP,15703.42,.2517861
MDV,2005,5082.264,Derived using data on fixed investment from UN and the spliced GDP,14891.04,.3412968
MDV,2006,5998.111,Derived using data on fixed investment from UN and the spliced GDP,20162.56,.2974875
MDV,2007,7063.809,Derived using data on fixed investment from UN and the spliced GDP,23915.31,.2953677
MDV,2008,10586.14,Derived using data on fixed investment from UN and the spliced GDP,29077.07,.3640718
MDV,2009,8277.963,Derived using data on fixed investment from UN and the spliced GDP,30019.78,.2757503
MDV,2010,9488.354,Derived using data on fixed investment from UN and the spliced GDP,33128.65,.2864093
MDV,2011,11766.06,Derived using data on fixed investment from UN and the spliced GDP,40511.09,.2904406
MDV,2012,10940.63,Derived using data on fixed investment from UN and the spliced GDP,44345.43,.2467138
MDV,2013,11827.96,Derived using data on fixed investment from UN and the spliced GDP,50633.45,.2335996
MDV,2014,15201,Derived using data on fixed investment from UN and the spliced GDP,56866.75,.2673091
MDV,2015,21141.19,Derived using data on fixed investment from UN and the spliced GDP,63455.34,.3331665
MDV,2016,27081.26,Derived using data on fixed investment from UN and the spliced GDP,67773.8,.399583
MDV,2017,30508.63,Derived using data on fixed investment from UN and the spliced GDP,74110.2,.4116658
MDV,2018,39743.91,Derived using data on fixed investment from UN and the spliced GDP,83177.38,.4778212
MDV,2019,38799.87,Derived using data on fixed investment from UN and the spliced GDP,88079.03,.440512
MDV,2020,22166.64,Derived using data on fixed investment from UN and the spliced GDP,57104.57,.3881762
MDV,2021,22637,Derived using data on fixed investment from UN and the spliced GDP,80744.44,.2803536
MDV,2022,34845.69,Derived using data on fixed investment from UN and the spliced GDP,95045,.3666231
MDV,2023,35479.08,Derived using data on fixed investment from UN and the spliced GDP,101412.7,.3498484
MDV,2024,37874.3,Derived using data on fixed investment from IMF_IFS and the spliced GDP,108178.2,.3501102
MEX,1939,1.113571,Derived using data on fixed investment from Mitchell and the spliced GDP,10.02914,.1110336
MEX,1940,1.326334,Derived using data on fixed investment from Mitchell and the spliced GDP,10.62649,.1248139
MEX,1941,1.664351,Derived using data on fixed investment from Mitchell and the spliced GDP,11.89363,.1399364
MEX,1942,1.724405,Derived using data on fixed investment from Mitchell and the spliced GDP,13.75948,.1253248
MEX,1943,2.19111,Derived using data on fixed investment from Mitchell and the spliced GDP,16.79269,.1304799
MEX,1944,2.968379,Derived using data on fixed investment from Mitchell and the spliced GDP,24.22057,.1225561
MEX,1945,3.90522,Derived using data on fixed investment from Mitchell and the spliced GDP,26.49377,.1474014
MEX,1946,5.595309,Derived using data on fixed investment from Mitchell and the spliced GDP,35.98024,.1555106
MEX,1947,7.041751,Derived using data on fixed investment from Mitchell and the spliced GDP,39.96484,.1761987
MEX,1948,7.810441,Derived using data on fixed investment from Mitchell and the spliced GDP,42.64264,.1831603
MEX,1949,8.779882,Derived using data on fixed investment from Mitchell and the spliced GDP,46.90746,.1871745
MEX,1950,8.235966,Derived using data on fixed investment from Mitchell and the spliced GDP,56.18069,.1465978
MEX,1951,11.8392,Derived using data on fixed investment from Mitchell and the spliced GDP,72.91856,.162362
MEX,1952,14.06977,Derived using data on fixed investment from Mitchell and the spliced GDP,81.96811,.1716494
MEX,1953,13.89819,Derived using data on fixed investment from Mitchell and the spliced GDP,81.40919,.1707202
MEX,1954,17.32985,Derived using data on fixed investment from Mitchell and the spliced GDP,99.20942,.1746794
MEX,1955,21.61941,Derived using data on fixed investment from Mitchell and the spliced GDP,121.2536,.178299
MEX,1956,28.82588,Derived using data on fixed investment from Mitchell and the spliced GDP,138.9026,.2075259
MEX,1957,32.77228,Derived using data on fixed investment from Mitchell and the spliced GDP,160.357,.2043708
MEX,1958,32.42912,Derived using data on fixed investment from Mitchell and the spliced GDP,179.1192,.1810477
MEX,1959,33.63019,Derived using data on fixed investment from Mitchell and the spliced GDP,192.3015,.1748827
MEX,1960,39.80717,Derived using data on fixed investment from OECD_EO and the spliced GDP,218.7706,.1819585
MEX,1961,40.04868,Derived using data on fixed investment from OECD_EO and the spliced GDP,237.3155,.1687571
MEX,1962,42.81899,Derived using data on fixed investment from OECD_EO and the spliced GDP,255.8605,.1673529
MEX,1963,50.84577,Derived using data on fixed investment from OECD_EO and the spliced GDP,284.8517,.1784991
MEX,1964,61.96962,Derived using data on fixed investment from OECD_EO and the spliced GDP,336.2872,.1842759
MEX,1965,69.144,Derived using data on fixed investment from OECD_EO and the spliced GDP,366.3217,.1887521
MEX,1966,78.43518,Derived using data on fixed investment from OECD_EO and the spliced GDP,407.0632,.1926855
MEX,1967,92.37195,Derived using data on fixed investment from OECD_EO and the spliced GDP,445.2356,.2074676
MEX,1968,102.4445,Derived using data on fixed investment from OECD_EO and the spliced GDP,492.9413,.2078229
MEX,1969,113.4831,Derived using data on fixed investment from OECD_EO and the spliced GDP,544.8985,.2082647
MEX,1970,138.3874,Derived using data on fixed investment from OECD_EO and the spliced GDP,645.722,.2143143
MEX,1971,137.4782,Derived using data on fixed investment from OECD_EO and the spliced GDP,712.2075,.1930311
MEX,1972,167.227,Derived using data on fixed investment from OECD_EO and the spliced GDP,820.8037,.2037357
MEX,1973,208.1281,Derived using data on fixed investment from OECD_EO and the spliced GDP,1004.206,.2072564
MEX,1974,279.2042,Derived using data on fixed investment from OECD_EO and the spliced GDP,1307.681,.213511
MEX,1975,367.7546,Derived using data on fixed investment from OECD_EO and the spliced GDP,1598.871,.230009
MEX,1976,450.196,Derived using data on fixed investment from OECD_EO and the spliced GDP,1992.605,.2259334
MEX,1977,567.1172,Derived using data on fixed investment from OECD_EO and the spliced GDP,2687.82,.2109952
MEX,1978,768.6392,Derived using data on fixed investment from OECD_EO and the spliced GDP,3397.302,.2262499
MEX,1979,1121.434,Derived using data on fixed investment from OECD_EO and the spliced GDP,4458.486,.251528
MEX,1980,1612.29,Derived using data on fixed investment from OECD_EO and the spliced GDP,6215.667,.2593913
MEX,1981,2355.328,Derived using data on fixed investment from OECD_EO and the spliced GDP,8519.815,.276453
MEX,1982,3275.993,Derived using data on fixed investment from OECD_EO and the spliced GDP,13749.54,.238262
MEX,1983,4569.826,Derived using data on fixed investment from OECD_EO and the spliced GDP,24777.26,.1844363
MEX,1984,7702.232,Derived using data on fixed investment from OECD_EO and the spliced GDP,40847.3,.1885616
MEX,1985,13181.26,Derived using data on fixed investment from OECD_EO and the spliced GDP,66291.28,.1988385
MEX,1986,22455.65,Derived using data on fixed investment from OECD_EO and the spliced GDP,108933.3,.2061412
MEX,1987,51958.3,Derived using data on fixed investment from OECD_EO and the spliced GDP,269454.9,.1928274
MEX,1988,109547.5,Derived using data on fixed investment from OECD_EO and the spliced GDP,543374.3,.201606
MEX,1989,134494.5,Derived using data on fixed investment from OECD_EO and the spliced GDP,716489.8,.187713
MEX,1990,187689.5,Derived using data on fixed investment from OECD_EO and the spliced GDP,965845.8,.1943266
MEX,1991,251520.8,Derived using data on fixed investment from OECD_EO and the spliced GDP,1241752,.2025532
MEX,1992,313322.3,Derived using data on fixed investment from OECD_EO and the spliced GDP,1477477,.2120658
MEX,1993,331270.9,Derived using data on fixed investment from OECD_EO and the spliced GDP,1651778,.2005541
MEX,1994,404839.9,Derived using data on fixed investment from OECD_EO and the spliced GDP,1868526,.2166626
MEX,1995,395676.2,Derived using data on fixed investment from OECD_EO and the spliced GDP,2440392,.1621363
MEX,1996,581788.4,Derived using data on fixed investment from OECD_EO and the spliced GDP,3284162,.1771497
MEX,1997,803897.8,Derived using data on fixed investment from OECD_EO and the spliced GDP,4144914,.193948
MEX,1998,1070310,Derived using data on fixed investment from OECD_EO and the spliced GDP,5092988,.2101535
MEX,1999,1261255,Derived using data on fixed investment from OECD_EO and the spliced GDP,6034995,.2089902
MEX,2000,1489650,Derived using data on fixed investment from OECD_EO and the spliced GDP,7016604,.2123036
MEX,2001,1463135,Derived using data on fixed investment from OECD_EO and the spliced GDP,7437108,.1967344
MEX,2002,1516075,Derived using data on fixed investment from OECD_EO and the spliced GDP,7827758,.1936793
MEX,2003,1660500,Derived using data on fixed investment from OECD_EO and the spliced GDP,8259533,.2010404
MEX,2004,1921899,Derived using data on fixed investment from OECD_EO and the spliced GDP,9248390,.2078091
MEX,2005,2070952,Derived using data on fixed investment from OECD_EO and the spliced GDP,9999599,.2071035
MEX,2006,2410835,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.11e+07,.2167995
MEX,2007,2693038,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.20e+07,.2235488
MEX,2008,3045674,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.29e+07,.2355917
MEX,2009,2903533,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.27e+07,.2277438
MEX,2010,3150250,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.40e+07,.225531
MEX,2011,3583818,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.53e+07,.2347207
MEX,2012,3915453,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.65e+07,.2368821
MEX,2013,3728217,Derived using data on fixed investment from OECD_EO and the spliced GDP,1.70e+07,.2199018
