ISO3,year,govexp_GDP,nGDP,govexp,source
ARG,1930,15.54618,1.21e-09,1.88e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1931,16.40817,1.03e-09,1.69e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1932,15.50107,9.46e-10,1.47e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1933,14.67804,1.03e-09,1.51e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1934,14.19863,1.13e-09,1.61e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1935,13.99984,1.21e-09,1.69e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1936,14.11197,1.28e-09,1.81e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1937,14.24011,1.48e-09,2.10e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1938,15.3377,1.44e-09,2.21e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1939,16.60244,1.52e-09,2.52e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1940,14.55765,1.56e-09,2.28e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1941,14.05419,1.68e-09,2.36e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1942,13.85937,1.90e-09,2.64e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1943,15.18954,2.00e-09,3.04e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1944,18.20461,2.29e-09,4.16e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1945,18.85451,2.53e-09,4.76e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1946,16.36349,3.42e-09,5.59e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1947,15.41147,4.69e-09,7.23e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1948,21.32856,5.72e-09,1.22e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1949,19.54494,6.86e-09,1.34e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1950,18.52567,8.13e-09,1.51e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1951,19.81687,1.16e-08,2.31e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1952,19.67346,1.34e-08,2.63e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1953,18.25672,1.52e-08,2.78e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1954,18.15334,1.70e-08,3.08e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1955,16.89952,2.02e-08,3.41e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1956,16.64214,2.66e-08,4.43e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1957,13.92511,3.30e-08,4.60e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1958,21.83091,4.69e-08,1.02e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1959,22.53457,9.00e-08,2.03e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1960,18.69936,1.18e-07,2.21e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1961,20.26315,1.47e-07,2.99e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1962,18.76684,1.90e-07,3.56e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1963,18.49607,2.27e-07,4.19e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1964,19.47861,3.04e-07,5.93e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1965,19.2075,4.62e-07,8.87e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1966,20.0453,6.08e-07,1.22e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1967,21.43723,7.87e-07,1.69e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1968,21.17523,9.84e-07,2.08e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1969,20.28482,1.13e-06,2.30e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1970,19.92687,1.29e-06,2.57e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1971,19.39375,1.84e-06,3.57e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1972,18.45868,3.04e-06,5.61e-07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1973,20.82042,5.21e-06,1.08e-06,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1974,23.22566,7.14e-06,1.66e-06,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1975,20.68793,.000021,4.35e-06,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1976,21.53565,.0001114,.000024,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1977,20.82935,.000307,.0000639,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1978,24.56763,.000769,.0001889,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1979,23.9844,.002093,.000502,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1980,25.09943,.004161,.0010444,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1981,28.16168,.0081,.0022811,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
