ISO3,year,gen_govtax_GDP,source,nGDP,gen_govtax
CHN,1994,10.52198,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,4863750,511762.9
CHN,1995,9.825815,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,6133990,602714.5
CHN,1996,9.604521,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,7181360,689735.2
CHN,1997,10.31071,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,7971500,821918.3
CHN,1998,10.85279,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,8519550,924608.6
CHN,1999,11.77428,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,9056440,1066331
CHN,2000,12.52373,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.00e+07,1255881
CHN,2001,13.77714,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.11e+07,1527377
CHN,2002,14.46352,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.22e+07,1760462
CHN,2003,14.54002,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.37e+07,1998119
CHN,2004,14.90487,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1.62e+07,2412208
CHN,2005,15.33567,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.87e+07,2872660
CHN,2006,18.76046,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.19e+07,4116767
CHN,2007,17.15854,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.70e+07,4634391
CHN,2008,18.39083,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.19e+07,5871173
CHN,2009,18.52871,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.49e+07,6457582
CHN,2010,19.06194,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.12e+07,7855791
CHN,2011,19.79477,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.88e+07,9658662
CHN,2012,19.94936,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5.39e+07,1.07e+07
CHN,2013,19.86886,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5.93e+07,1.18e+07
CHN,2014,19.74461,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6.44e+07,1.27e+07
CHN,2015,19.44155,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6.89e+07,1.34e+07
CHN,2016,18.88915,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7.46e+07,1.41e+07
CHN,2017,18.84578,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8.32e+07,1.57e+07
CHN,2018,18.52376,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.19e+07,1.70e+07
CHN,2019,17.27659,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.87e+07,1.70e+07
CHN,2020,16.26965,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.01e+08,1.65e+07
CHN,2021,16.29022,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.15e+08,1.87e+07
CHN,2022,14.99801,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.20e+08,1.81e+07
CHN,2023,15.46647,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.26e+08,1.95e+07
CIV,2018,11.70248,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.25e+07,3804019
CIV,2019,11.70192,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.54e+07,4140028
CIV,2020,11.8125,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.63e+07,4285332
CIV,2021,12.41422,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.04e+07,5011232
CIV,2022,11.97352,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.38e+07,5240951
CIV,2023,13.37749,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.78e+07,6393226
COG,2003,8.167029,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2240807,183007.4
COG,2004,7.366074,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2690990,198220.3
COG,2005,5.874849,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3506269,205988
COG,2006,5.766888,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4217179,243200
COG,2007,6.516429,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4203698,273931
COG,2008,6.289709,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5195837,326803
COG,2009,8.538939,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4572805,390469
COG,2010,7.142588,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6505751,464679
COG,2011,8.359086,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7377578,616698.1
COG,2012,7.449993,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9033228,672974.9
COG,2013,8.903488,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8869805,789722.1
COG,2014,9.762271,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8847796,863745.8
COG,2015,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7351596,
COG,2016,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6477967,
COG,2017,10.25785,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6871767,704895.5
COG,2018,6.923213,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8206111,568126.6
COG,2019,7.167495,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8189066,586950.8
COG,2020,8.467677,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6601217,558969.7
COK,2000,22.30142,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,220.079,49.08075
COK,2001,24.13229,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,249.7865,60.27919
COK,2002,25.07348,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,262.3426,65.77843
COK,2003,23.09215,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,287.068,66.29017
COK,2004,22.31154,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,293.8056,65.55256
COK,2005,17.99549,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,282.9136,50.91167
COK,2006,21.40235,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,316.082,67.64898
COK,2007,22.59481,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,308.412,69.68511
COK,2008,24.05574,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,320.759,77.16095
COK,2009,23.1128,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,345.099,79.76205
COK,2010,27.02212,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,334.174,90.30091
COK,2011,26.40159,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,344.263,90.89091
COK,2012,23.79837,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,369.521,87.93997
COK,2013,28.06457,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,352.655,98.97109
COK,2014,25.33394,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,385.08,97.55595
COK,2015,23.51217,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,433.309,101.8803
COK,2016,26.26294,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,445.119,116.9013
COK,2017,25.96248,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,486.413,126.2849
COK,2018,26.99463,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,524.215,141.5099
COK,2019,29.53093,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,541.571,159.931
COK,2020,34.04352,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,437.011,148.7739
COK,2021,18.88328,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,349.1918,65.93888
COK,2022,23.74878,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,456.9883,108.5292
COL,1998,13.72451,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.53e+08,2.10e+07
COL,1999,13.52459,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.67e+08,2.26e+07
COL,2000,13.51932,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.95e+08,2.64e+07
COL,2001,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.13e+08,
COL,2002,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.33e+08,
COL,2003,13.94371,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.65e+08,3.69e+07
COL,2004,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.01e+08,
COL,2005,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.38e+08,
COL,2006,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.82e+08,
COL,2007,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.29e+08,
COL,2008,15.76391,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.77e+08,7.51e+07
COL,2009,15.38416,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5.02e+08,7.72e+07
COL,2010,14.89733,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5.44e+08,8.11e+07
COL,2011,17.26728,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6.19e+08,1.07e+08
COL,2012,16.63295,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6.67e+08,1.11e+08
COL,2013,17.24744,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7.14e+08,1.23e+08
COL,2014,18.74637,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7.63e+08,1.43e+08
COL,2015,18.73585,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8.05e+08,1.51e+08
COL,2016,17.62779,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8.64e+08,1.52e+08
COL,2017,18.41173,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.20e+08,1.69e+08
COL,2018,18.08808,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.88e+08,1.79e+08
COL,2019,18.5879,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.06e+09,1.97e+08
COL,2020,17.63514,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.98e+08,1.76e+08
