ISO3,year,cgovtax_GDP,source,nGDP,cgovtax
BRA,1935,5.666667,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8.89e-12,5.04e-13
BRA,1936,4.910811,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.10e-11,5.38e-13
BRA,1937,4.933333,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.24e-11,6.14e-13
BRA,1938,4.875556,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.33e-11,6.50e-13
BRA,1939,5.3,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.33e-11,7.07e-13
BRA,1940,5.089583,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.42e-11,7.24e-13
BRA,1941,5.452941,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.51e-11,8.24e-13
BRA,1942,5.027586,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.72e-11,8.64e-13
BRA,1943,5.444776,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.98e-11,1.08e-12
BRA,1944,5.55341,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.61e-11,1.45e-12
BRA,1945,5.542857,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.32e-11,1.84e-12
BRA,1946,5.516216,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.38e-11,2.42e-12
BRA,1947,5.505914,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.51e-11,3.03e-12
BRA,1948,5.486667,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.78e-11,3.17e-12
