ISO3,year,cgovtax_GDP,source,nGDP,cgovtax
TUN,1998,19.18316,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,24827.6,4762.719
TUN,1999,19.13117,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,27215.9,5206.719
TUR,2008,17.63161,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1002757,176802.1
TUR,2009,18.23464,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1006373,183508.4
TUR,2010,18.98933,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1167665,221731.7
TUR,2011,18.70415,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1404928,262779.7
TUR,2012,18.23761,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1581479,288424
TUR,2013,18.51107,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1823427,337535.9
TUR,2014,18.04653,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2054898,370837.8
TUR,2015,18.19644,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2350941,427787.5
TUR,2016,18.38611,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2626560,482922.2
TUR,2017,17.83945,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3133704,559035.6
TUR,2018,17.39558,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3761166,654276.7
TUR,2019,16.89766,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,4317809,729608.8
TUR,2020,17.84419,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5048567,900875.9
TUR,2021,17.92107,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7256143,1300379
TUR,2022,17.55705,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.50e+07,2635625
TUR,2023,18.61033,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.65e+07,4940246
TZA,2014,11.45146,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,8.48e+07,9705159
UGA,2015,10.13471,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,9.78e+07,9909804
UGA,2016,10.81323,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.04e+08,1.13e+07
UGA,2017,11.03932,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.14e+08,1.26e+07
UGA,2018,11.08877,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.27e+08,1.41e+07
UGA,2019,11.53816,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.40e+08,1.61e+07
UGA,2020,11.27055,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.42e+08,1.60e+07
UGA,2021,12.04447,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.54e+08,1.85e+07
UGA,2022,11.66867,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.75e+08,2.04e+07
UGA,2023,12.46602,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.90e+08,2.37e+07
UKR,1999,12.56203,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,135088.4,16969.84
UKR,2000,13.63398,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,176128,24013.25
UKR,2001,12.108,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,211175,25569.07
UKR,2002,13.11546,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,234138,30708.28
UKR,2003,13.6645,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,277355,37899.17
UKR,2004,13.30368,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,357544,47566.52
UKR,2005,17.16029,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,457325,78478.3
UKR,2006,17.74521,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,565018,100263.6
UKR,2007,16.42232,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,751106,123349
UKR,2008,17.74475,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,990819,175818.3
UKR,2009,16.3925,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,947042,155243.9
UKR,2010,15.57052,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1079346,168059.8
UKR,2011,18.51505,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1299991,240694
UKR,2012,18.31656,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1404669,257287
UKR,2013,17.56138,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1465198,257309
UKR,2014,17.29435,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1586915,274446.6
UKR,2015,20.45136,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1988544,406684.4
UKR,2016,19.63012,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2385367,468250.4
UKR,2017,20.05237,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2981227,597806.6
UKR,2018,20.14255,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3560302,717135.8
UKR,2019,19.19614,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3977198,763468.5
UKR,2020,19.1514,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,4222026,808577.1
UKR,2021,19.08232,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5450849,1040149
UKR,2022,16.69151,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5239114,874487.1
UKR,2023,17.69977,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6627961,1173134
URY,1956,5.694364,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0068203,.0003884
URY,1957,5.557372,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0092087,.0005118
URY,1958,4.866989,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0080526,.0003919
URY,1959,4.850536,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0116918,.0005671
URY,1960,5.42647,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0207244,.0011246
URY,1961,5.514451,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0260551,.0014368
URY,1962,4.93617,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0260094,.0012839
URY,1963,4.049107,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0302385,.0012244
URY,1964,4.484663,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0407886,.0018292
URY,1965,2.476191,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.0604937,.0014979
URY,1966,4.116466,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.1030708,.0042429
URY,1967,3.294117,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.181129,.0059666
URY,1968,3.2,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.4037478,.0129199
URY,1969,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.5144994,
URY,1970,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.629336,
URY,1971,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,.756041,
URY,1972,2.657005,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.300559,.0345559
URY,1973,5.076142,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.681748,.1361293
URY,1974,5.807303,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.760339,.2764473
URY,1975,7.029145,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8.551018,.6010634
URY,1976,8.957113,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,13.23387,1.185372
URY,1977,9.706251,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,20.85397,2.024139
URY,1978,9.020369,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,32.38831,2.921545
URY,1979,9.58008,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,60.34195,5.780807
URY,1980,12.03905,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,96.55132,11.62386
URY,1981,11.55738,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,128.2265,14.81962
URY,1982,9.689922,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,134.7639,13.05851
URY,1983,9.485715,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,193.7288,18.37656
URY,1984,9.151291,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,299.3174,27.3914
URY,1985,11.00209,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,528.6064,58.15775
URY,1986,11.91011,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,983.4054,117.1247
URY,1987,11.61951,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1834.919,213.2085
URY,1988,12.47249,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3010.023,375.4248
URY,1989,12.62658,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5344.462,674.8226
URY,1990,16.90515,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,10805.35,1826.661
URY,1991,12.07637,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,22387.46,2703.592
URY,1992,12.10887,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,43020.42,5209.285
URY,1993,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,65297.07,
URY,1994,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,97340.95,
URY,1995,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,135311,
URY,1996,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,180618.6,
URY,1997,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,226318.3,
URY,1998,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,265838.9,
URY,1999,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,271961,
URY,2000,,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,276152,
URY,2001,14.02966,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,278353,39051.97
URY,2002,14.46202,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,289233,41828.92
URY,2003,15.77124,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,339792,53589.41
URY,2004,16.35806,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,392850,64262.62
URY,2005,16.40454,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,425018,69722.26
URY,2006,17.40469,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,471344,82035.96
URY,2007,16.8753,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,549470,92724.73
URY,2008,16.7207,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,636151,106368.9
URY,2009,17.16102,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,714523,122619.5
URY,2010,17.3115,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,808079,139890.6
URY,2011,17.50898,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,939230.6,164449.7
URY,2012,17.25238,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1070354,184661.5
URY,2013,17.45357,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1228148,214355.6
URY,2014,17.01337,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1406031,239213.1
URY,2015,16.96602,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1559867,264647.3
URY,2016,21.73225,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1733770,376787.2
URY,2017,18.07746,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1864139,336989
URY,2018,18.32477,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2007724,367910.8
URY,2019,17.86508,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2193674,391901.6
URY,2020,18.51489,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2254796,417473
URY,2021,17.81162,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2646327,471353.6
URY,2022,18.71288,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2888512,540523.7
URY,2023,18.84062,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2998594,564953.6
USA,1789,2.576724,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,162.1164,4.177292
USA,1790,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,192.898,
USA,1791,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,210.0651,
USA,1792,1.467401,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,229.5398,3.368271
USA,1793,1.78087,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,256.3955,4.566071
USA,1794,1.621621,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,321.2875,5.210067
USA,1795,1.550892,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,390.2077,6.051701
USA,1796,1.626107,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,423.281,6.883004
USA,1797,1.911154,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,414.8263,7.927968
USA,1798,1.869984,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,417.8304,7.813363
USA,1799,1.626379,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,446.6071,7.263525
USA,1800,1.995698,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,485.5041,9.689195
USA,1801,2.102905,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,520.0356,10.93585
USA,1802,2.379286,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,455.8398,10.84573
USA,1803,1.933983,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,492.5707,9.526232
USA,1804,1.923331,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,538.4463,10.3561
USA,1805,2.031861,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,567.3485,11.52773
USA,1806,2.27901,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,624.2213,14.22606
USA,1807,2.624902,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,595.3088,15.62627
USA,1808,3.211377,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,653.0557,20.97208
USA,1809,1.345524,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,694.226,9.340976
USA,1810,1.353298,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,713.8997,9.661189
USA,1811,2.073899,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,775.8143,16.08961
USA,1812,1.463533,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,794.8905,11.63348
USA,1813,1.930757,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,980.1425,18.92417
USA,1814,1.016354,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1090.133,11.07961
USA,1815,1.367406,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,935.1445,12.78722
USA,1816,4.453036,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,828.3257,36.88564
USA,1817,3.13524,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,777.3497,24.37177
USA,1818,2.041054,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,745.4799,15.21565
USA,1819,2.478862,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,734.5726,18.20904
USA,1820,2.129832,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,717.651,15.28476
USA,1821,1.996893,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,742.1196,14.81934
USA,1822,2.378911,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,815.7579,19.40615
USA,1823,2.515062,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,766.6625,19.28204
USA,1824,2.21771,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,761.6117,16.89034
USA,1825,2.177125,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,832.2354,18.1188
USA,1826,2.407398,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,876.0809,21.09075
USA,1827,2.131977,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,925.3982,19.72928
USA,1828,2.415595,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,906.8341,21.90544
USA,1829,2.351535,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,939.9077,22.10226
USA,1830,2.181792,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1032.4,22.52482
USA,1831,2.069587,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1064.525,22.03127
USA,1832,2.243098,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1142.486,25.62708
USA,1833,2.067262,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1172.184,24.23212
USA,1834,1.110611,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1233.055,13.69445
USA,1835,1.076564,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1357.611,14.61555
USA,1836,1.122436,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1496.73,16.79984
USA,1837,.556178,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1574.126,8.754944
USA,1838,.8421188,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1618.439,13.62918
USA,1839,1.101521,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1685.309,18.56404
USA,1840,.7747543,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1589.855,12.31747
USA,1841,.7812963,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1678.267,13.11224
USA,1842,1.097891,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1646.458,18.07632
USA,1843,.4412089,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1595.141,7.037901
USA,1844,1.47681,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1741.102,25.71277
USA,1845,1.450604,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1899.306,27.55141
USA,1846,1.3073,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2113.139,27.62506
USA,1847,1.018655,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2476.469,25.22667
USA,1848,1.38424,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2496.114,34.55222
USA,1849,1.174956,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2487.88,29.2315
USA,1850,1.431211,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2655.577,38.00692
USA,1851,1.695536,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2799.472,47.46604
USA,1852,1.518438,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3143.43,47.73104
USA,1853,1.623295,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3383.28,54.92061
USA,1854,1.633594,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3789.493,61.90494
USA,1855,1.260337,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4047.78,51.01569
USA,1856,1.472347,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4102.977,60.41005
USA,1857,1.489007,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4240.537,63.14187
USA,1858,1.045793,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4150.889,43.40972
USA,1859,1.164751,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4474.845,52.12079
USA,1860,1.277409,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4409.77,56.3308
USA,1861,1.006557,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4672.956,47.03599
USA,1862,1.130075,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5881.454,66.46486
USA,1863,1.942793,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,7745.77,150.4843
USA,1864,3.027611,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,9599.666,290.6406
USA,1865,4.146825,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,10012.36,415.1952
USA,1866,6.563018,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,9097.87,597.0949
USA,1867,5.979136,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8465.365,506.1557
USA,1868,4.652602,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8260.904,384.347
USA,1869,4.220566,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8009.38,338.0412
USA,1870,4.783751,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,7899.149,377.8756
USA,1871,4.277113,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,7750.544,331.4995
USA,1872,3.768445,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8402.023,316.6256
USA,1873,3.178998,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8935.745,284.0672
USA,1874,2.871179,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8659.001,248.6154
USA,1875,3.005465,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8330.989,250.385
USA,1876,3.099857,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8481.621,262.9181
USA,1877,2.862865,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8699.589,249.0575
USA,1878,2.780449,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8554.517,237.854
USA,1879,2.63615,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,9554.885,251.8811
USA,1880,2.737978,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,10591.71,289.9987
USA,1881,2.733963,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,11902.27,325.4035
USA,1882,2.784965,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,12518.89,348.6467
USA,1883,2.883983,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,12640.34,364.5453
USA,1884,2.673775,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,12107.21,323.7196
USA,1885,2.547993,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,11925.21,303.8534
USA,1886,2.624302,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,12548.93,329.3218
USA,1887,2.590778,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,13565.46,351.4509
USA,1888,2.555317,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,14331.67,366.2195
USA,1889,2.532565,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,14337.68,363.1112
USA,1890,2.63457,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,15607.45,411.1892
USA,1891,2.508531,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,15943.97,399.9594
USA,1892,2.141727,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,16919.71,362.3741
USA,1893,2.440588,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,15933.54,388.8721
USA,1894,2.04883,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,14605.85,299.249
USA,1895,1.963719,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,16114.28,316.4392
USA,1896,2.135792,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,15989.65,341.5056
USA,1897,2.053357,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,16665.73,342.2069
USA,1898,1.928664,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,18663.18,359.95
USA,1899,2.547174,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,20119.43,512.4768
USA,1900,2.61255,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,21196.65,553.7729
USA,1901,2.440588,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,22930.63,559.6422
USA,1902,2.253223,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,24753.76,557.7574
USA,1903,2.080865,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,26647.52,554.499
USA,1904,1.996015,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,26360.51,526.1597
USA,1905,1.828438,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,29523.06,539.8109
USA,1906,1.769957,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,31794.14,562.7426
USA,1907,1.832294,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,34638.96,634.6875
USA,1908,1.79711,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,30796.65,553.4497
USA,1909,1.51535,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,32540.43,493.1015
USA,1910,1.635619,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,33745.82,551.9531
USA,1911,1.646375,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,34674.75,570.8762
USA,1912,1.486551,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,37745.21,561.1017
USA,1913,1.54914,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,39517.45,612.1805
USA,1914,1.850556,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,36830.8,681.5746
USA,1915,1.44806,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,39047.87,565.4366
USA,1916,1.298837,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,50117.1,650.9396
USA,1917,1.533449,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,60278.03,924.3329
USA,1918,1.028221,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,76567.48,787.2831
USA,1919,1.124653,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,79089.66,889.4846
USA,1920,1.143704,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,89246.3,1020.714
USA,1921,1.321446,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,74313.86,982.0174
USA,1922,1.185005,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,74140.43,878.5679
USA,1923,1.290605,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,86238.12,1112.994
USA,1924,1.378631,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,87785.94,1210.245
USA,1925,2.835465,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,91449.09,2593.007
USA,1926,2.979967,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,97885.05,2916.943
USA,1927,3.225311,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,96466.39,3111.341
USA,1928,3.078219,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,98304.66,3026.032
USA,1929,3.020734,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,104556.1,3158.362
