ISO3,year,exports,source,nGDP,exports_GDP
CHL,1903,.0003344,Derived using data on exports from UN_trade and the spliced GDP,.0010723,.3118497
CHL,1904,.0003746,Derived using data on exports from UN_trade and the spliced GDP,.0012121,.3090243
CHL,1905,.0004407,Derived using data on exports from UN_trade and the spliced GDP,.0012757,.3454874
CHL,1906,.000544,Derived using data on exports from UN_trade and the spliced GDP,.0014986,.3629962
CHL,1907,.0006154,Derived using data on exports from UN_trade and the spliced GDP,.0018186,.3384072
CHL,1908,.000928,Derived using data on exports from UN_trade and the spliced GDP,.002599,.3570608
CHL,1909,.0007855,Derived using data on exports from UN_trade and the spliced GDP,.0025143,.3124044
CHL,1910,.0008124,Derived using data on exports from UN_trade and the spliced GDP,.0028623,.2838196
CHL,1911,.0009111,Derived using data on exports from UN_trade and the spliced GDP,.0027994,.3254627
CHL,1912,.0010836,Derived using data on exports from UN_trade and the spliced GDP,.0031337,.3457907
CHL,1913,.0011655,Derived using data on exports from UN_trade and the spliced GDP,.0035443,.3288468
CHL,1914,.0009881,Derived using data on exports from Tena and the spliced GDP,.0032439,.3045963
CHL,1915,.0011417,Derived using data on exports from Tena and the spliced GDP,.0036519,.3126451
CHL,1916,.0015842,Derived using data on exports from Tena and the spliced GDP,.0042502,.3727262
CHL,1917,.0016652,Derived using data on exports from Tena and the spliced GDP,.0044211,.3766453
CHL,1918,.002714,Derived using data on exports from Tena and the spliced GDP,.0044158,.6146117
CHL,1919,.0009023,Derived using data on exports from Tena and the spliced GDP,.004645,.1942425
CHL,1920,.0025636,Derived using data on exports from Tena and the spliced GDP,.0060125,.4263678
CHL,1921,.0022024,Derived using data on exports from UN_trade and the spliced GDP,.005124,.4298232
CHL,1922,.0018334,Derived using data on exports from UN_trade and the spliced GDP,.0055302,.3315213
CHL,1923,.0029723,Derived using data on exports from UN_trade and the spliced GDP,.0068112,.4363869
CHL,1924,.0036346,Derived using data on exports from UN_trade and the spliced GDP,.0076663,.4740982
CHL,1925,.0037777,Derived using data on exports from UN_trade and the spliced GDP,.0086162,.4384483
CHL,1926,.0028237,Derived using data on exports from UN_trade and the spliced GDP,.0075384,.3745745
CHL,1927,.0032194,Derived using data on exports from UN_trade and the spliced GDP,.0074923,.4296945
CHL,1928,.0037759,Derived using data on exports from UN_trade and the spliced GDP,.0092198,.4095475
CHL,1929,.0044802,Derived using data on exports from UN_trade and the spliced GDP,.0104218,.4298897
CHL,1930,.0026046,Derived using data on exports from UN_trade and the spliced GDP,.0082983,.3138663
CHL,1931,.0018578,Derived using data on exports from UN_trade and the spliced GDP,.0065381,.2841472
CHL,1932,.0023891,Derived using data on exports from UN_trade and the spliced GDP,.0068285,.3498666
CHL,1933,.0033771,Derived using data on exports from UN_trade and the spliced GDP,.0087868,.3843401
CHL,1934,.0044302,Derived using data on exports from UN_trade and the spliced GDP,.0110589,.4006046
CHL,1935,.0045381,Derived using data on exports from UN_trade and the spliced GDP,.0115365,.3933716
CHL,1936,.0060171,Derived using data on exports from UN_trade and the spliced GDP,.0135929,.4426645
CHL,1937,.0097069,Derived using data on exports from UN_trade and the spliced GDP,.0169676,.5720834
CHL,1938,.00729,Derived using data on exports from UN_trade and the spliced GDP,.0175389,.4156492
CHL,1939,.007128,Derived using data on exports from Mitchell and the spliced GDP,.019273,.3698449
CHL,1940,.0073224,Derived using data on exports from Mitchell and the spliced GDP,.021867,.3348625
CHL,1941,.0082944,Derived using data on exports from Mitchell and the spliced GDP,.0268367,.3090701
CHL,1942,.0093312,Derived using data on exports from Mitchell and the spliced GDP,.0318065,.2933751
CHL,1943,.0092988,Derived using data on exports from Mitchell and the spliced GDP,.0397581,.2338852
CHL,1944,.010206,Derived using data on exports from Mitchell and the spliced GDP,.0467158,.2184708
CHL,1945,.010692,Derived using data on exports from Mitchell and the spliced GDP,.0536734,.1992054
CHL,1946,.01134,Derived using data on exports from Mitchell and the spliced GDP,.0675888,.1677799
CHL,1947,.0146124,Derived using data on exports from Mitchell and the spliced GDP,.0785223,.1860931
CHL,1948,.0172369,Derived using data on exports from UN_trade and the spliced GDP,.1083408,.1590984
CHL,1949,.0155197,Derived using data on exports from Mitchell and the spliced GDP,.1292138,.1201083
CHL,1950,.0148392,Derived using data on exports from UN_trade and the spliced GDP,.1550566,.0957021
CHL,1951,.0406828,Derived using data on exports from UN_trade and the spliced GDP,.189845,.2142948
CHL,1952,.0626136,Derived using data on exports from UN_trade and the spliced GDP,.2460778,.2544462
CHL,1953,.0549363,Derived using data on exports from UN_trade and the spliced GDP,.334869,.1640532
CHL,1954,.0603826,Derived using data on exports from UN_trade and the spliced GDP,.5467517,.1104388
CHL,1955,.118573,Derived using data on exports from UN_trade and the spliced GDP,.9725347,.1219217
CHL,1956,.3005495,Derived using data on exports from UN_trade and the spliced GDP,1.572565,.1911206
CHL,1957,.2905866,Derived using data on exports from UN_trade and the spliced GDP,2.156709,.1347361
CHL,1958,.3332452,Derived using data on exports from UN_trade and the spliced GDP,2.802345,.1189166
CHL,1959,.5712504,Derived using data on exports from UN_trade and the spliced GDP,3.989668,.1431824
CHL,1960,.6270604,Derived using data on exports from IMF_WEO and the spliced GDP,4.724946,.1327127
CHL,1961,.6143326,Derived using data on exports from IMF_WEO and the spliced GDP,5.307671,.1157443
CHL,1962,.7184461,Derived using data on exports from IMF_WEO and the spliced GDP,6.260415,.1147601
CHL,1963,1.184821,Derived using data on exports from IMF_WEO and the spliced GDP,9.588372,.1235685
CHL,1964,1.790457,Derived using data on exports from IMF_WEO and the spliced GDP,14.54597,.1230896
CHL,1965,2.720176,Derived using data on exports from IMF_WEO and the spliced GDP,20.3854,.1334375
CHL,1966,4.202054,Derived using data on exports from IMF_WEO and the spliced GDP,29.11409,.1443306
CHL,1967,5.337652,Derived using data on exports from IMF_WEO and the spliced GDP,37.804,.1411928
CHL,1968,7.196798,Derived using data on exports from IMF_WEO and the spliced GDP,52.38763,.1373759
CHL,1969,12.30651,Derived using data on exports from IMF_WEO and the spliced GDP,75.99906,.1619298
CHL,1970,15.72751,Derived using data on exports from UN and the spliced GDP,109.0305,.1442487
CHL,1971,14.679,Derived using data on exports from UN and the spliced GDP,141.2946,.1038894
CHL,1972,25.16401,Derived using data on exports from UN and the spliced GDP,260.3381,.096659
CHL,1973,167.7601,Derived using data on exports from UN and the spliced GDP,1276.102,.1314629
CHL,1974,1968.035,Derived using data on exports from UN and the spliced GDP,10234.4,.1922961
CHL,1975,9463.765,Derived using data on exports from UN and the spliced GDP,39436.77,.2399731
CHL,1976,33888.58,Derived using data on exports from UN and the spliced GDP,143159.3,.2367195
CHL,1977,62215.91,Derived using data on exports from UN and the spliced GDP,320160.2,.1943274
CHL,1978,105219.1,Derived using data on exports from UN and the spliced GDP,542377.8,.193996
CHL,1979,188459.5,Derived using data on exports from UN and the spliced GDP,859115.7,.2193646
CHL,1980,257288.4,Derived using data on exports from UN and the spliced GDP,1196617,.2150131
CHL,1981,219158.6,Derived using data on exports from UN and the spliced GDP,1434776,.1527477
CHL,1982,251496.4,Derived using data on exports from UN and the spliced GDP,1338191,.1879376
CHL,1983,394089.3,Derived using data on exports from UN and the spliced GDP,1708526,.2306605
CHL,1984,462306.9,Derived using data on exports from UN and the spliced GDP,2116863,.2183925
CHL,1985,784158.8,Derived using data on exports from UN and the spliced GDP,3050048,.2570972
CHL,1986,1035306,Derived using data on exports from UN and the spliced GDP,3913332,.2645588
CHL,1987,1430493,Derived using data on exports from UN and the spliced GDP,5196729,.275268
CHL,1988,2129246,Derived using data on exports from UN and the spliced GDP,6773094,.3143683
CHL,1989,2746708,Derived using data on exports from UN and the spliced GDP,8416443,.3263502
CHL,1990,3331808,Derived using data on exports from UN and the spliced GDP,1.06e+07,.3148679
CHL,1991,4175982,Derived using data on exports from UN and the spliced GDP,1.38e+07,.3015333
CHL,1992,4844935,Derived using data on exports from UN and the spliced GDP,1.74e+07,.2787659
CHL,1993,5145267,Derived using data on exports from UN and the spliced GDP,2.06e+07,.2501036
CHL,1994,6525901,Derived using data on exports from UN and the spliced GDP,2.45e+07,.2665038
CHL,1995,8228194,Derived using data on exports from UN and the spliced GDP,2.96e+07,.2778376
CHL,1996,8406352,Derived using data on exports from OECD_EO and the spliced GDP,3.24e+07,.259828
CHL,1997,9302362,Derived using data on exports from OECD_EO and the spliced GDP,3.59e+07,.2587633
CHL,1998,9489595,Derived using data on exports from OECD_EO and the spliced GDP,3.77e+07,.2514243
CHL,1999,1.09e+07,Derived using data on exports from OECD_EO and the spliced GDP,3.84e+07,.2836013
CHL,2000,1.27e+07,Derived using data on exports from OECD_EO and the spliced GDP,4.23e+07,.3006913
CHL,2001,1.45e+07,Derived using data on exports from OECD_EO and the spliced GDP,4.55e+07,.3177314
CHL,2002,1.56e+07,Derived using data on exports from OECD_EO and the spliced GDP,4.84e+07,.3225019
CHL,2003,1.85e+07,Derived using data on exports from OECD_EO and the spliced GDP,5.28e+07,.3509665
CHL,2004,2.40e+07,Derived using data on exports from OECD_EO and the spliced GDP,6.02e+07,.3982014
CHL,2005,2.75e+07,Derived using data on exports from OECD_EO and the spliced GDP,6.83e+07,.4024571
CHL,2006,3.58e+07,Derived using data on exports from OECD_EO and the spliced GDP,8.17e+07,.4381701
CHL,2007,4.07e+07,Derived using data on exports from OECD_EO and the spliced GDP,9.03e+07,.4503533
CHL,2008,3.86e+07,Derived using data on exports from OECD_EO and the spliced GDP,9.37e+07,.4122981
CHL,2009,3.57e+07,Derived using data on exports from OECD_EO and the spliced GDP,9.61e+07,.3713571
CHL,2010,4.20e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.11e+08,.3792452
CHL,2011,4.58e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.21e+08,.3774251
CHL,2012,4.40e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.30e+08,.3380178
CHL,2013,4.41e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.37e+08,.3210012
CHL,2014,4.89e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.48e+08,.3306099
CHL,2015,4.64e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.59e+08,.2923119
CHL,2016,4.69e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.68e+08,.2782235
CHL,2017,5.11e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.79e+08,.2847362
CHL,2018,5.42e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.90e+08,.2855664
CHL,2019,5.45e+07,Derived using data on exports from OECD_EO and the spliced GDP,1.96e+08,.2784537
CHL,2020,6.26e+07,Derived using data on exports from OECD_EO and the spliced GDP,2.01e+08,.3121406
CHL,2021,7.64e+07,Derived using data on exports from OECD_EO and the spliced GDP,2.39e+08,.3191163
CHL,2022,9.36e+07,Derived using data on exports from OECD_EO and the spliced GDP,2.64e+08,.3548886
CHL,2023,8.81e+07,Derived using data on exports from OECD_EO and the spliced GDP,2.82e+08,.3122436
CHL,2024,1.05e+08,Derived using data on exports from OECD_EO and the spliced GDP,3.08e+08,.339801
CHL,2025,1.06e+08,Derived using data on exports from OECD_EO and the spliced GDP,3.29e+08,.3235034
CHL,2026,1.09e+08,Derived using data on exports from OECD_EO and the spliced GDP,3.47e+08,.313632
CHL,2027,1.12e+08,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.66e+08,.3076656
CHL,2028,1.16e+08,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.85e+08,.3023742
CHL,2029,1.20e+08,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,4.04e+08,.2966932
CHN,1932,472.0749,Derived using data on exports from Tena and the spliced GDP,34446.34,.0137046
CHN,1933,528.6458,Derived using data on exports from Tena and the spliced GDP,31604.58,.0167269
CHN,1934,468.4646,Derived using data on exports from Tena and the spliced GDP,28106.46,.0166675
CHN,1935,498.1725,Derived using data on exports from Tena and the spliced GDP,26883.41,.0185308
CHN,1936,611.1224,Derived using data on exports from Tena and the spliced GDP,30524.75,.0200206
CHN,1937,724.2098,Derived using data on exports from Tena and the spliced GDP,,
CHN,1938,647.7489,Derived using data on exports from Tena and the spliced GDP,,
CHN,1939,793.1309,Derived using data on exports from HFS and the spliced GDP,,
CHN,1940,1529.936,Derived using data on exports from HFS and the spliced GDP,,
CHN,1941,2234.01,Derived using data on exports from HFS and the spliced GDP,,
CHN,1942,,Derived using data on exports from HFS and the spliced GDP,,
CHN,1943,,Derived using data on exports from HFS and the spliced GDP,,
CHN,1944,,Derived using data on exports from HFS and the spliced GDP,,
CHN,1945,,Derived using data on exports from HFS and the spliced GDP,,
CHN,1946,319688.1,Derived using data on exports from HFS and the spliced GDP,,
CHN,1947,4895795,Derived using data on exports from HFS and the spliced GDP,,
CHN,1948,,Derived using data on exports from CS1 and the spliced GDP,,
CHN,1949,,Derived using data on exports from CS1 and the spliced GDP,,
CHN,1950,1762.341,Derived using data on exports from CS1 and the spliced GDP,,
CHN,1951,2111.319,Derived using data on exports from CS1 and the spliced GDP,,
CHN,1952,2364.329,Derived using data on exports from CS1 and the spliced GDP,67516.04,.0350188
