ISO3,year,cgovdef_GDP,source,nGDP,cgovdef
AUS,1847,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,30.19587,
AUS,1848,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,33.86349,
AUS,1849,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,36.56596,
AUS,1850,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,39.46145,
AUS,1851,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,45.96942,
AUS,1852,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,79.47443,
AUS,1853,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,134.2406,
AUS,1854,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,172.8472,
AUS,1855,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,185.4771,
AUS,1856,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,185.9735,
AUS,1857,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,193.0054,
AUS,1858,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,201.3334,
AUS,1859,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,212.5844,
AUS,1860,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,225.5728,
AUS,1861,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,231.8326,
AUS,1862,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,232.4944,
AUS,1863,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,230.0401,
AUS,1864,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,231.7774,
AUS,1865,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,236.8514,
AUS,1866,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,248.9022,
AUS,1867,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,260.429,
AUS,1868,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,270.0531,
AUS,1869,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,278.6017,
AUS,1870,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,287.8673,
AUS,1871,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,291.7004,
AUS,1872,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,313.5406,
AUS,1873,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,367.5072,
AUS,1874,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,396.5172,
AUS,1875,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,414.6624,
AUS,1876,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,429.1674,
AUS,1877,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,432.4766,
AUS,1878,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,447.147,
AUS,1879,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,461.1282,
AUS,1880,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,474.7508,
AUS,1881,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,500.2587,
AUS,1882,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,527.1454,
AUS,1883,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,568.2063,
AUS,1884,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,593.5212,
AUS,1885,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,608.9087,
AUS,1886,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,624.4616,
AUS,1887,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,651.5138,
AUS,1888,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,693.6226,
AUS,1889,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,738.6819,
AUS,1890,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,762.0941,
AUS,1891,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,744.9693,
AUS,1892,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,683.4745,
AUS,1893,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,594.4036,
AUS,1894,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,553.1773,
AUS,1895,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,531.6955,
AUS,1896,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,552.6534,
AUS,1897,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,576.0655,
AUS,1898,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,608.3847,
AUS,1899,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,658.5181,
AUS,1900,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,678.9521,
AUS,1901,3.210526,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,695.6908,22.33533
AUS,1902,.3153152,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,737.1928,2.324481
AUS,1903,-.0467291,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,710.6371,-.3320742
AUS,1904,-.2678571,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,743.8387,-1.992424
AUS,1905,.2252254,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,737.1928,1.660346
AUS,1906,.4592905,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,795.3234,3.652845
AUS,1907,.8163266,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,893.2737,7.292031
AUS,1908,-.2985072,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,889.9647,-2.656609
AUS,1909,.7329845,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,951.3767,6.973444
AUS,1910,.7704654,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1034.408,7.969759
AUS,1911,.7894735,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1135.696,8.966016
AUS,1912,.2452316,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1218.7,2.988637
AUS,1913,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1331.624,
AUS,1914,-.5787034,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1434.566,-8.301881
AUS,1915,-2.21957,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1391.382,-30.88269
AUS,1916,-6.934984,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1608.902,-111.5771
AUS,1917,-9.98043,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1696.897,-169.3577
AUS,1918,-8.719398,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1763.301,-153.7492
AUS,1919,-9.606988,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1901.126,-182.641
AUS,1920,-4.852354,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2080.427,-100.9497
AUS,1921,-4.008683,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2294.61,-91.98366
AUS,1922,-1.886793,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2287.992,-43.16968
AUS,1923,-.6622524,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2507.14,-16.60359
AUS,1924,-1.007011,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2605.118,-26.23383
AUS,1925,-.511034,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2859.094,-14.61094
AUS,1926,-.6148281,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2754.58,-16.93593
AUS,1927,-1.006362,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2870.676,-28.88939
AUS,1928,-1.380104,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2887.497,-39.85047
AUS,1929,-1.051402,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2842.548,-29.88661
AUS,1930,-2.005108,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2600.154,-52.13589
AUS,1931,-1.600621,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2136.875,-34.20327
AUS,1932,.0495872,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2008.922,.9961689
AUS,1933,.5537968,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2098.82,11.62319
AUS,1934,.5604715,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2251.316,12.61798
AUS,1935,.4748602,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2377.615,11.29035
AUS,1936,.3430758,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2613.39,8.965909
AUS,1937,.5591154,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2850.821,15.93938
AUS,1938,.4846525,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3083.288,14.94323
AUS,1939,1.539308,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3020.138,46.48922
AUS,1940,1.010101,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3287.627,33.20836
AUS,1941,-4.289043,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3561.458,-152.7525
AUS,1942,-10.3324,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4145.796,-428.3602
AUS,1943,-24.84255,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4745.302,-1178.854
AUS,1944,-23.61446,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4823.342,-1139.006
AUS,1945,-17.73399,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4718.828,-836.8365
AUS,1946,-8.177172,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4873.255,-398.4944
AUS,1947,-.8971481,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5182.107,-46.49118
AUS,1948,4.003202,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,6221.453,249.0573
AUS,1949,1.433859,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,7179.999,102.951
AUS,1950,8.58992,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,8472.769,727.804
AUS,1951,3.691128,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9285.98,342.7574
AUS,1952,-.8806934,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9724.984,-85.6473
AUS,1953,-1.722464,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,10612.75,-182.8007
AUS,1954,-.5325642,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,11555.69,-61.54147
AUS,1955,.1666164,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,12534.6,20.8847
AUS,1956,1.999039,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,13454.65,268.9636
