ISO3,year,cgovdebt_GDP,source,nGDP,cgovdebt
ARG,2014,44.69685,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4579087,2046707
ARG,2015,52.56264,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5954511,3129849
ARG,2016,53.06018,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8228160,4365877
ARG,2017,57.11061,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.07e+07,6088122
ARG,2018,86.0577,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.47e+07,1.27e+07
ARM,1996,40.78193,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,705128.3,287564.9
ARM,1997,46.5032,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,857762.1,398886.8
ARM,1998,45.18924,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1018844,460407.9
ARM,1999,39.19078,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1053033,412691.7
ARM,2000,39.58742,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1099842,435399.2
ARM,2001,38.05261,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1253982,477172.9
ARM,2002,38.2476,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1452971,555726.6
ARM,2003,33.01578,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1732556,572016.9
ARM,2004,26.44588,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2034676,538087.9
ARM,2005,20.46717,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2391859,489545.8
ARM,2006,16.1829,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2832621,458400.2
ARM,2007,14.2495,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3358467,478564.8
ARM,2008,14.63183,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3805239,556776.3
ARM,2009,34.13796,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3350328,1143734
ARM,2010,33.75702,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3690038,1245647
ARM,2011,35.7024,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4028887,1438409
ARM,2012,35.60049,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4266461,1518881
ARM,2013,36.33062,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4555638,1655092
ARM,2014,39.36163,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4828627,1900626
ARM,2015,44.13299,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5043633,2225906
ARM,2016,51.9289,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5067294,2631390
ARM,2017,53.70443,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5564494,2988380
ARM,2018,51.32542,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6017035,3088269
ARM,2019,50.02842,Derived using data on central government debt to GDP from WDI and the spliced GDP,6543322,3273521
ARM,2020,63.40121,Derived using data on central government debt to GDP from WDI and the spliced GDP,6181903,3919401
ARM,2021,60.08036,Derived using data on central government debt to GDP from WDI and the spliced GDP,6991778,4200686
ARM,2022,46.55182,Derived using data on central government debt to GDP from WDI and the spliced GDP,8501449,3957580
ARM,2023,48.0563,Derived using data on central government debt to GDP from WDI and the spliced GDP,9505222,4567858
ARM,2024,47.88134,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.02e+07,4887278
ATG,1990,98.07076,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1240.57,1216.636
ATG,1991,99.07461,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1300.61,1288.574
ATG,1992,95.47942,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1348.06,1287.12
ATG,1993,90.14655,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1444.97,1302.59
ATG,1994,89.65548,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1591.46,1426.831
ATG,1995,98.32259,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1558.66,1532.515
ATG,1996,91.67348,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1711.07,1568.597
ATG,1997,87.02246,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1837.67,1599.186
ATG,1998,102.6086,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1965.22,2016.485
ATG,1999,104.6027,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2068.74,2163.958
ATG,2000,104.6531,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2116.36,2214.836
ATG,2001,117.9143,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2089.17,2463.429
ATG,2002,126.2635,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2166.83,2735.916
ATG,2003,125.1872,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2267.99,2839.233
ATG,2004,120.147,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2425.56,2914.237
ATG,2005,92.68396,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2740.45,2539.958
ATG,2006,89.15096,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3102.37,2765.793
ATG,2007,77.86412,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3601.191,2804.036
ATG,2008,76.08064,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3879.628,2951.646
ATG,2009,100.9668,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3562.082,3596.519
ATG,2010,89.742,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3411.436,3061.491
ATG,2011,91.80301,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3460,3176.384
ATG,2012,87.49409,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3583,3134.913
ATG,2013,95.79105,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3579,3428.362
ATG,2014,104.5751,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3723,3893.331
ATG,2015,100.2931,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3882,3893.378
ATG,2016,87.6284,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4022,3524.414
ATG,2017,90.55571,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4134,3743.573
ATG,2018,89.46261,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4486,4013.293
AUS,1861,8.5,Derived using data on central government debt to GDP from RR and the spliced GDP,231.8326,19.70577
AUS,1862,9.11095,Derived using data on central government debt to GDP from RR and the spliced GDP,232.4944,21.18245
AUS,1863,8.644238,Derived using data on central government debt to GDP from RR and the spliced GDP,230.0401,19.88522
AUS,1864,12.78961,Derived using data on central government debt to GDP from RR and the spliced GDP,231.7774,29.64343
AUS,1865,12.33593,Derived using data on central government debt to GDP from RR and the spliced GDP,236.8514,29.21783
AUS,1866,12.56995,Derived using data on central government debt to GDP from RR and the spliced GDP,248.9022,31.28689
AUS,1867,14.64442,Derived using data on central government debt to GDP from RR and the spliced GDP,260.429,38.13832
AUS,1868,15.6211,Derived using data on central government debt to GDP from RR and the spliced GDP,270.0531,42.18526
AUS,1869,16.81051,Derived using data on central government debt to GDP from RR and the spliced GDP,278.6017,46.83436
AUS,1870,17.25678,Derived using data on central government debt to GDP from RR and the spliced GDP,287.8673,49.67663
AUS,1871,19.17986,Derived using data on central government debt to GDP from RR and the spliced GDP,291.7004,55.94772
AUS,1872,15.49197,Derived using data on central government debt to GDP from RR and the spliced GDP,313.5406,48.57363
AUS,1873,14.26919,Derived using data on central government debt to GDP from RR and the spliced GDP,367.5072,52.4403
AUS,1874,19.43223,Derived using data on central government debt to GDP from RR and the spliced GDP,396.5172,77.05215
AUS,1875,23.36874,Derived using data on central government debt to GDP from RR and the spliced GDP,414.6624,96.90137
AUS,1876,15.85057,Derived using data on central government debt to GDP from RR and the spliced GDP,429.1674,68.0255
AUS,1877,17.60922,Derived using data on central government debt to GDP from RR and the spliced GDP,432.4766,76.15575
AUS,1878,17.2852,Derived using data on central government debt to GDP from RR and the spliced GDP,447.147,77.29028
AUS,1879,20.89337,Derived using data on central government debt to GDP from RR and the spliced GDP,461.1282,96.3452
AUS,1880,22.2212,Derived using data on central government debt to GDP from RR and the spliced GDP,474.7508,105.4953
AUS,1881,23.22018,Derived using data on central government debt to GDP from RR and the spliced GDP,500.2587,116.161
AUS,1882,23.25504,Derived using data on central government debt to GDP from RR and the spliced GDP,527.1454,122.5879
AUS,1883,24.09103,Derived using data on central government debt to GDP from RR and the spliced GDP,568.2063,136.8868
AUS,1884,29.32676,Derived using data on central government debt to GDP from RR and the spliced GDP,593.5212,174.0605
AUS,1885,31.22886,Derived using data on central government debt to GDP from RR and the spliced GDP,608.9087,190.1552
AUS,1886,34.20736,Derived using data on central government debt to GDP from RR and the spliced GDP,624.4616,213.6118
AUS,1887,32.50229,Derived using data on central government debt to GDP from RR and the spliced GDP,651.5138,211.7569
AUS,1888,32.89344,Derived using data on central government debt to GDP from RR and the spliced GDP,693.6226,228.1563
AUS,1889,32.11969,Derived using data on central government debt to GDP from RR and the spliced GDP,738.6819,237.2623
AUS,1890,34.68736,Derived using data on central government debt to GDP from RR and the spliced GDP,762.0941,264.3503
AUS,1891,37.33807,Derived using data on central government debt to GDP from RR and the spliced GDP,744.9693,278.1572
AUS,1892,44.07051,Derived using data on central government debt to GDP from RR and the spliced GDP,683.4745,301.2108
AUS,1893,51.70969,Derived using data on central government debt to GDP from RR and the spliced GDP,594.4036,307.3643
AUS,1894,54.85807,Derived using data on central government debt to GDP from RR and the spliced GDP,553.1773,303.4624
AUS,1895,60.08549,Derived using data on central government debt to GDP from RR and the spliced GDP,531.6955,319.4719
AUS,1896,53.442,Derived using data on central government debt to GDP from RR and the spliced GDP,552.6534,295.349
AUS,1897,58.13063,Derived using data on central government debt to GDP from RR and the spliced GDP,576.0655,334.8705
AUS,1898,51.09759,Derived using data on central government debt to GDP from RR and the spliced GDP,608.3847,310.8699
AUS,1899,51.41936,Derived using data on central government debt to GDP from RR and the spliced GDP,658.5181,338.6058
AUS,1900,50.90851,Derived using data on central government debt to GDP from RR and the spliced GDP,678.9521,345.6444
AUS,1901,46.76793,Derived using data on central government debt to GDP from RR and the spliced GDP,695.6908,325.3602
AUS,1902,46.4439,Derived using data on central government debt to GDP from RR and the spliced GDP,737.1928,342.3811
AUS,1903,49.74276,Derived using data on central government debt to GDP from RR and the spliced GDP,710.6371,353.4905
AUS,1904,47.8772,Derived using data on central government debt to GDP from RR and the spliced GDP,743.8387,356.1292
AUS,1905,49.12686,Derived using data on central government debt to GDP from RR and the spliced GDP,737.1928,362.1597
AUS,1906,47.07502,Derived using data on central government debt to GDP from RR and the spliced GDP,795.3234,374.3986
AUS,1907,41.24827,Derived using data on central government debt to GDP from RR and the spliced GDP,893.2737,368.46
AUS,1908,42.35955,Derived using data on central government debt to GDP from RR and the spliced GDP,889.9647,376.985
AUS,1909,40.63068,Derived using data on central government debt to GDP from RR and the spliced GDP,951.3767,386.5508
AUS,1910,38.77127,Derived using data on central government debt to GDP from RR and the spliced GDP,1034.408,401.0533
AUS,1911,25.88794,Derived using data on central government debt to GDP from RR and the spliced GDP,1135.696,294.0082
AUS,1912,37.36467,Derived using data on central government debt to GDP from RR and the spliced GDP,1218.7,455.3632
