ISO3,year,cons,source,nGDP,cons_GDP
CAF,1971,71943.8,Derived using data on consumption from UN and the spliced GDP,80948.85,.8887562
CAF,1972,76613.58,Derived using data on consumption from UN and the spliced GDP,84707.58,.9044477
CAF,1973,76759.51,Derived using data on consumption from UN and the spliced GDP,88205.98,.8702303
CAF,1974,98940.96,Derived using data on consumption from UN and the spliced GDP,98844.63,1.000975
CAF,1975,124332.6,Derived using data on consumption from UN and the spliced GDP,118425.2,1.049883
CAF,1976,149724.8,Derived using data on consumption from UN and the spliced GDP,157317.7,.9517349
CAF,1977,177451.6,Derived using data on consumption from UN and the spliced GDP,181877.5,.9756657
CAF,1978,200216.8,Derived using data on consumption from UN and the spliced GDP,201064.2,.9957857
CAF,1979,223857.6,Derived using data on consumption from UN and the spliced GDP,217535.6,1.029062
CAF,1980,267501,Derived using data on consumption from UN and the spliced GDP,245747.2,1.088521
CAF,1981,285009.4,Derived using data on consumption from UN and the spliced GDP,282364,1.009369
CAF,1982,338341.5,Derived using data on consumption from UN and the spliced GDP,321076,1.053774
CAF,1983,329798.7,Derived using data on consumption from UN and the spliced GDP,327719,1.006346
CAF,1984,359211,Derived using data on consumption from UN and the spliced GDP,359928.9,.9980054
CAF,1985,388658.4,Derived using data on consumption from UN and the spliced GDP,406530.6,.9560373
CAF,1986,402627.7,Derived using data on consumption from UN and the spliced GDP,406637.3,.9901395
CAF,1987,379549.4,Derived using data on consumption from UN and the spliced GDP,377649.8,1.00503
CAF,1988,388456.5,Derived using data on consumption from UN and the spliced GDP,394187.5,.9854614
CAF,1989,395985.7,Derived using data on consumption from UN and the spliced GDP,411855.1,.9614683
CAF,1990,399986.3,Derived using data on consumption from UN and the spliced GDP,410412.3,.9745962
CAF,1991,398424.9,Derived using data on consumption from UN and the spliced GDP,406553.6,.9800059
CAF,1992,388689.8,Derived using data on consumption from UN and the spliced GDP,391022.4,.9940344
CAF,1993,364889.8,Derived using data on consumption from UN and the spliced GDP,378864.6,.9631142
CAF,1994,456961.9,Derived using data on consumption from UN and the spliced GDP,494451.3,.9241798
CAF,1995,543692,Derived using data on consumption from UN and the spliced GDP,582516.4,.9333505
CAF,1996,521659.9,Derived using data on consumption from UN and the spliced GDP,539402,.9671078
CAF,1997,524474.2,Derived using data on consumption from UN and the spliced GDP,572666.7,.9158455
CAF,1998,560590.3,Derived using data on consumption from UN and the spliced GDP,597099.6,.9388555
CAF,1999,608132.4,Derived using data on consumption from UN and the spliced GDP,643862.9,.9445059
CAF,2000,653419.8,Derived using data on consumption from UN and the spliced GDP,681241.8,.95916
CAF,2001,684690.5,Derived using data on consumption from UN and the spliced GDP,714688.6,.9580263
CAF,2002,687751.8,Derived using data on consumption from UN and the spliced GDP,722971,.9512854
CAF,2003,637486.8,Derived using data on consumption from UN and the spliced GDP,693089.2,.9197759
CAF,2004,678829.8,Derived using data on consumption from UN and the spliced GDP,702022.7,.9669627
CAF,2005,720941,Derived using data on consumption from UN and the spliced GDP,745210,.9674333
CAF,2006,772051,Derived using data on consumption from UN and the spliced GDP,803945,.9603281
CAF,2007,815321,Derived using data on consumption from UN and the spliced GDP,841079,.9693751
CAF,2008,903855,Derived using data on consumption from UN and the spliced GDP,910457,.9927487
CAF,2009,958730.1,Derived using data on consumption from UN and the spliced GDP,972276.1,.9860678
CAF,2010,1000086,Derived using data on consumption from UN and the spliced GDP,1060142,.943351
CAF,2011,1085839,Derived using data on consumption from UN and the spliced GDP,1148896,.9451149
CAF,2012,1270350,Derived using data on consumption from UN and the spliced GDP,1281561,.9912521
CAF,2013,843290,Derived using data on consumption from UN and the spliced GDP,835453.5,1.00938
CAF,2014,914552.6,Derived using data on consumption from UN and the spliced GDP,935577.6,.9775273
CAF,2015,974563.5,Derived using data on consumption from UN and the spliced GDP,1002592,.9720438
CAF,2016,1064466,Derived using data on consumption from UN and the spliced GDP,1081516,.9842344
CAF,2017,1167498,Derived using data on consumption from UN and the spliced GDP,1203324,.9702275
CAF,2018,1260711,Derived using data on consumption from UN and the spliced GDP,1233635,1.021948
CAF,2019,1367518,Derived using data on consumption from UN and the spliced GDP,1301485,1.050737
CAF,2020,1386019,Derived using data on consumption from UN and the spliced GDP,1339228,1.034939
CAF,2021,1451921,Derived using data on consumption from UN and the spliced GDP,1395476,1.040449
CAF,2022,1587364,Derived using data on consumption from UN and the spliced GDP,1486182,1.068082
CAF,2023,1655617,Derived using data on consumption from UN and the spliced GDP,1550084,1.068082
CAF,2024,1803737,Derived using data on consumption from WDI and the spliced GDP,1611964,1.118969
CAN,1926,4000.011,Derived using data on consumption from CS1 and the spliced GDP,5470.843,.7311507
CAN,1927,4383.798,Derived using data on consumption from CS1 and the spliced GDP,5912.04,.7415035
CAN,1928,4806.581,Derived using data on consumption from CS1 and the spliced GDP,6431.908,.7473025
CAN,1929,5184.211,Derived using data on consumption from CS1 and the spliced GDP,6526.526,.7943293
CAN,1930,4964.61,Derived using data on consumption from CS1 and the spliced GDP,6081.077,.8164032
CAN,1931,4385.851,Derived using data on consumption from CS1 and the spliced GDP,4989.247,.8790607
CAN,1932,3749.625,Derived using data on consumption from CS1 and the spliced GDP,4054.76,.9247466
CAN,1933,3454.088,Derived using data on consumption from CS1 and the spliced GDP,3712.433,.9304109
CAN,1934,3686.003,Derived using data on consumption from CS1 and the spliced GDP,4219.544,.8735548
CAN,1935,3871.74,Derived using data on consumption from CS1 and the spliced GDP,4572.502,.8467442
CAN,1936,4096.471,Derived using data on consumption from CS1 and the spliced GDP,4926.522,.8315136
CAN,1937,4462.813,Derived using data on consumption from CS1 and the spliced GDP,5571.839,.8009588
CAN,1938,4533.619,Derived using data on consumption from CS1 and the spliced GDP,5604.796,.8088821
CAN,1939,4656.76,Derived using data on consumption from CS1 and the spliced GDP,5975.827,.7792661
CAN,1940,5656.249,Derived using data on consumption from CS1 and the spliced GDP,7136.76,.7925514
CAN,1941,6839.423,Derived using data on consumption from CS1 and the spliced GDP,8804.804,.7767832
CAN,1942,9325.833,Derived using data on consumption from CS1 and the spliced GDP,10912.98,.8545634
CAN,1943,10134.46,Derived using data on consumption from CS1 and the spliced GDP,11750.72,.8624537
CAN,1944,11481.82,Derived using data on consumption from CS1 and the spliced GDP,12595.91,.9115513
CAN,1945,10824.04,Derived using data on consumption from CS1 and the spliced GDP,12611.85,.8582434
CAN,1946,9919.985,Derived using data on consumption from CS1 and the spliced GDP,12635.24,.7851045
CAN,1947,10985.15,Derived using data on consumption from CS1 and the spliced GDP,14323.49,.7669327
CAN,1948,12133.43,Derived using data on consumption from CS1 and the spliced GDP,16488.01,.7358944
CAN,1949,13429.49,Derived using data on consumption from CS1 and the spliced GDP,17860.5,.7519098
CAN,1950,14787.11,Derived using data on consumption from CS1 and the spliced GDP,19658.25,.7522089
CAN,1951,17104.2,Derived using data on consumption from CS1 and the spliced GDP,22901.22,.7468686
CAN,1952,19273.53,Derived using data on consumption from CS1 and the spliced GDP,25871.8,.7449626
CAN,1953,20528.53,Derived using data on consumption from CS1 and the spliced GDP,27130.96,.7566461
CAN,1954,21302.26,Derived using data on consumption from CS1 and the spliced GDP,27270.75,.7811396
CAN,1955,23010.84,Derived using data on consumption from CS1 and the spliced GDP,30065.56,.7653552
CAN,1956,25157.58,Derived using data on consumption from CS1 and the spliced GDP,33819.39,.7438806
CAN,1957,26747.12,Derived using data on consumption from CS1 and the spliced GDP,35428.03,.7549707
CAN,1958,28423.88,Derived using data on consumption from CS1 and the spliced GDP,36684.09,.7748286
CAN,1959,30134.51,Derived using data on consumption from CS1 and the spliced GDP,38933.11,.7740073
CAN,1960,31564.99,Derived using data on consumption from CS1 and the spliced GDP,40547.91,.7784616
CAN,1961,32977,Derived using data on consumption from OECD_EO and the spliced GDP,42026,.7846809
CAN,1962,35284,Derived using data on consumption from OECD_EO and the spliced GDP,45739,.7714205
CAN,1963,37701,Derived using data on consumption from OECD_EO and the spliced GDP,49213,.7660781
CAN,1964,40654,Derived using data on consumption from OECD_EO and the spliced GDP,53975,.7532005
CAN,1965,44190,Derived using data on consumption from OECD_EO and the spliced GDP,59551,.742053
CAN,1966,49082,Derived using data on consumption from OECD_EO and the spliced GDP,66705,.7358069
CAN,1967,53956,Derived using data on consumption from OECD_EO and the spliced GDP,71812,.7513508
CAN,1968,59530,Derived using data on consumption from OECD_EO and the spliced GDP,78474,.7585952
CAN,1969,65626,Derived using data on consumption from OECD_EO and the spliced GDP,86430,.7592965
CAN,1970,71143,Derived using data on consumption from OECD_EO and the spliced GDP,93153,.7637221
CAN,1971,77641,Derived using data on consumption from OECD_EO and the spliced GDP,101665,.7636945
CAN,1972,86781,Derived using data on consumption from OECD_EO and the spliced GDP,113521,.7644489
CAN,1973,99030,Derived using data on consumption from OECD_EO and the spliced GDP,132966,.7447768
CAN,1974,116761,Derived using data on consumption from OECD_EO and the spliced GDP,158176,.7381714
CAN,1975,136813,Derived using data on consumption from OECD_EO and the spliced GDP,177928,.7689234
CAN,1976,155830,Derived using data on consumption from OECD_EO and the spliced GDP,205986,.7565077
CAN,1977,174337,Derived using data on consumption from OECD_EO and the spliced GDP,227601,.7659764
CAN,1978,192938,Derived using data on consumption from OECD_EO and the spliced GDP,252075,.7653992
CAN,1979,214744,Derived using data on consumption from OECD_EO and the spliced GDP,287608,.7466552
CAN,1980,241346,Derived using data on consumption from OECD_EO and the spliced GDP,322782,.7477059
CAN,1981,273094,Derived using data on consumption from OECD_EO and the spliced GDP,368358,.741382
CAN,1982,297271,Derived using data on consumption from OECD_EO and the spliced GDP,388181,.7658051
CAN,1983,323941,Derived using data on consumption from OECD_EO and the spliced GDP,421316,.7688789
CAN,1984,350071,Derived using data on consumption from OECD_EO and the spliced GDP,461986,.7577524
CAN,1985,380894,Derived using data on consumption from OECD_EO and the spliced GDP,500027,.7617469
CAN,1986,408496,Derived using data on consumption from OECD_EO and the spliced GDP,526630,.7756793
CAN,1987,439370,Derived using data on consumption from OECD_EO and the spliced GDP,574336,.7650052
CAN,1988,473868,Derived using data on consumption from OECD_EO and the spliced GDP,626894,.7558981
CAN,1989,511924,Derived using data on consumption from OECD_EO and the spliced GDP,671579,.7622692
CAN,1990,545689,Derived using data on consumption from OECD_EO and the spliced GDP,695501,.7845985
CAN,1991,570523,Derived using data on consumption from OECD_EO and the spliced GDP,701773,.8129737
CAN,1992,590174,Derived using data on consumption from OECD_EO and the spliced GDP,718436,.8214705
CAN,1993,609106,Derived using data on consumption from OECD_EO and the spliced GDP,747037,.8153626
CAN,1994,627754,Derived using data on consumption from OECD_EO and the spliced GDP,791972,.7926467
CAN,1995,644382,Derived using data on consumption from OECD_EO and the spliced GDP,831621,.7748505
CAN,1996,663661,Derived using data on consumption from OECD_EO and the spliced GDP,859834,.7718478
CAN,1997,695859,Derived using data on consumption from OECD_EO and the spliced GDP,906926,.7672721
CAN,1998,723462,Derived using data on consumption from OECD_EO and the spliced GDP,940548,.769192
CAN,1999,761669,Derived using data on consumption from OECD_EO and the spliced GDP,1007927,.7556787
CAN,2000,814516,Derived using data on consumption from OECD_EO and the spliced GDP,1106071,.7364048
CAN,2001,853863,Derived using data on consumption from OECD_EO and the spliced GDP,1144543,.7460296
CAN,2002,904699,Derived using data on consumption from OECD_EO and the spliced GDP,1193694,.7578986
CAN,2003,948231,Derived using data on consumption from OECD_EO and the spliced GDP,1254747,.7557149
CAN,2004,990250,Derived using data on consumption from OECD_EO and the spliced GDP,1335731,.7413543
CAN,2005,1043178,Derived using data on consumption from OECD_EO and the spliced GDP,1421590,.7338107
CAN,2006,1102493,Derived using data on consumption from OECD_EO and the spliced GDP,1496604,.7366632
CAN,2007,1167132,Derived using data on consumption from OECD_EO and the spliced GDP,1577661,.7397863
CAN,2008,1229205,Derived using data on consumption from OECD_EO and the spliced GDP,1657041,.7418072
CAN,2009,1249800,Derived using data on consumption from OECD_EO and the spliced GDP,1571334,.7953752
CAN,2010,1307410,Derived using data on consumption from OECD_EO and the spliced GDP,1666048,.7847373
