ISO3,year,inv,source,nGDP,inv_GDP
BMU,2007,918.6276,Derived using data on investment from UN and the spliced GDP,6085.089,.1509637
BMU,2008,1119.552,Derived using data on investment from UN and the spliced GDP,6578.291,.1701888
BMU,2009,974.0557,Derived using data on investment from UN and the spliced GDP,6524.292,.1492968
BMU,2010,865.3434,Derived using data on investment from UN and the spliced GDP,6634.526,.1304303
BMU,2011,794.2968,Derived using data on investment from UN and the spliced GDP,6312.691,.1258254
BMU,2012,702.521,Derived using data on investment from UN and the spliced GDP,6378.188,.1101443
BMU,2013,704.322,Derived using data on investment from UN and the spliced GDP,6465.756,.1089311
BMU,2014,775.7458,Derived using data on investment from UN and the spliced GDP,6413.988,.1209459
BMU,2015,791.3972,Derived using data on investment from UN and the spliced GDP,6654.542,.1189259
BMU,2016,883.4097,Derived using data on investment from UN and the spliced GDP,6899.912,.128032
BMU,2017,983.043,Derived using data on investment from UN and the spliced GDP,7119.542,.1380767
BMU,2018,968.9863,Derived using data on investment from UN and the spliced GDP,7225.977,.1340976
BMU,2019,1094.851,Derived using data on investment from UN and the spliced GDP,7423.465,.1474852
BMU,2020,842.8688,Derived using data on investment from UN and the spliced GDP,6887.147,.1223829
BMU,2021,940.6282,Derived using data on investment from UN and the spliced GDP,7289.489,.129039
BMU,2022,987.1774,Derived using data on investment from UN and the spliced GDP,7827.98,.1261088
BMU,2023,960.8,Derived using data on investment from UN and the spliced GDP,8141.7,.1180097
BMU,2024,1010.789,Derived using data on investment from WDI and the spliced GDP,8762.686,.1153516
BOL,1950,4.95e-06,Derived using data on investment from Mitchell and the spliced GDP,.0000419,.1180787
BOL,1951,.0000118,Derived using data on investment from Mitchell and the spliced GDP,.0000729,.1620393
BOL,1952,.0000167,Derived using data on investment from Mitchell and the spliced GDP,.0000984,.1693367
BOL,1953,.0000325,Derived using data on investment from Mitchell and the spliced GDP,.0003034,.1070446
BOL,1954,.0000836,Derived using data on investment from Mitchell and the spliced GDP,.0005846,.1430324
BOL,1955,.0003029,Derived using data on investment from Mitchell and the spliced GDP,.0013874,.2182903
BOL,1956,,Derived using data on investment from Mitchell and the spliced GDP,.0025472,
BOL,1957,,Derived using data on investment from Mitchell and the spliced GDP,.0027068,
BOL,1958,.0005381,Derived using data on investment from Mitchell and the spliced GDP,.0030685,.1753614
BOL,1959,.0004543,Derived using data on investment from Mitchell and the spliced GDP,.00353,.1286932
BOL,1960,.0006429,Derived using data on investment from Mitchell and the spliced GDP,.0040924,.1570852
BOL,1961,.00052,Derived using data on investment from Mitchell and the spliced GDP,.004554,.1141852
BOL,1962,.0008343,Derived using data on investment from Mitchell and the spliced GDP,.0048535,.1718924
BOL,1963,.0008657,Derived using data on investment from Mitchell and the spliced GDP,.0052309,.1654991
BOL,1964,.000961,Derived using data on investment from Mitchell and the spliced GDP,.0059915,.1603847
BOL,1965,.00116,Derived using data on investment from Mitchell and the spliced GDP,.0064657,.1794088
BOL,1966,.0012295,Derived using data on investment from Mitchell and the spliced GDP,.007411,.1659058
BOL,1967,.0012229,Derived using data on investment from Mitchell and the spliced GDP,.0087615,.1395721
BOL,1968,.001561,Derived using data on investment from Mitchell and the spliced GDP,.0100303,.1556243
BOL,1969,.0018124,Derived using data on investment from Mitchell and the spliced GDP,.0107216,.1690409
BOL,1970,.002,Derived using data on investment from UN and the spliced GDP,.012,.1666667
BOL,1971,.002,Derived using data on investment from UN and the spliced GDP,.013,.1538462
BOL,1972,.004,Derived using data on investment from UN and the spliced GDP,.017,.2352941
BOL,1973,.006,Derived using data on investment from UN and the spliced GDP,.026,.2307692
BOL,1974,.007,Derived using data on investment from UN and the spliced GDP,.043,.1627907
BOL,1975,.011,Derived using data on investment from UN and the spliced GDP,.048,.2291667
BOL,1976,.011,Derived using data on investment from UN and the spliced GDP,.055,.2
BOL,1977,.012,Derived using data on investment from UN and the spliced GDP,.065,.1846154
BOL,1978,.018,Derived using data on investment from UN and the spliced GDP,.075,.24
BOL,1979,.018,Derived using data on investment from UN and the spliced GDP,.09,.2
BOL,1980,.018511,Derived using data on investment from UN and the spliced GDP,.111259,.1663775
BOL,1981,.023188,Derived using data on investment from UN and the spliced GDP,.144462,.1605128
BOL,1982,.056,Derived using data on investment from UN and the spliced GDP,.358425,.1562391
BOL,1983,.166279,Derived using data on investment from UN and the spliced GDP,1.25605,.1323825
BOL,1984,3.805853,Derived using data on investment from UN and the spliced GDP,19.34694,.196716
BOL,1985,460.5562,Derived using data on investment from UN and the spliced GDP,2366.158,.1946431
BOL,1986,1031.803,Derived using data on investment from UN and the spliced GDP,7609.769,.1355892
BOL,1987,1206.862,Derived using data on investment from UN and the spliced GDP,8934.398,.1350804
BOL,1988,1510.693,Derived using data on investment from UN and the spliced GDP,10805.5,.1398078
BOL,1989,1470.914,Derived using data on investment from UN and the spliced GDP,12693.91,.1158756
BOL,1990,1935.324,Derived using data on investment from UN and the spliced GDP,15443.14,.1253194
BOL,1991,2980.359,Derived using data on investment from UN and the spliced GDP,19132.13,.1557777
BOL,1992,3677.293,Derived using data on investment from UN and the spliced GDP,22014.01,.1670434
BOL,1993,4051.329,Derived using data on investment from UN and the spliced GDP,24458.97,.1656377
BOL,1994,3971.673,Derived using data on investment from UN and the spliced GDP,27636.34,.143712
BOL,1995,4913.916,Derived using data on investment from UN and the spliced GDP,32235.07,.15244
BOL,1996,6094.908,Derived using data on investment from UN and the spliced GDP,37536.65,.1623722
BOL,1997,8175.511,Derived using data on investment from UN and the spliced GDP,41643.87,.1963197
BOL,1998,11053.12,Derived using data on investment from UN and the spliced GDP,46822.32,.2360651
BOL,1999,9039.806,Derived using data on investment from UN and the spliced GDP,48156.18,.1877185
BOL,2000,9421.635,Derived using data on investment from UN and the spliced GDP,51928.49,.1814348
BOL,2001,7675.038,Derived using data on investment from UN and the spliced GDP,53790.33,.1426843
BOL,2002,9236.2,Derived using data on investment from UN and the spliced GDP,56682.33,.1629467
BOL,2003,8191.241,Derived using data on investment from UN and the spliced GDP,61904.45,.1323207
BOL,2004,7673.983,Derived using data on investment from UN and the spliced GDP,69626.11,.110217
BOL,2005,10978.68,Derived using data on investment from UN and the spliced GDP,77023.82,.1425362
BOL,2006,12721.14,Derived using data on investment from UN and the spliced GDP,91747.8,.1386533
BOL,2007,15643.65,Derived using data on investment from UN and the spliced GDP,103009.2,.1518666
BOL,2008,21185.06,Derived using data on investment from UN and the spliced GDP,120693.8,.1755274
BOL,2009,20658.56,Derived using data on investment from UN and the spliced GDP,121726.7,.1697126
BOL,2010,23448.52,Derived using data on investment from UN and the spliced GDP,137875.6,.1700702
BOL,2011,32939.7,Derived using data on investment from UN and the spliced GDP,166231.6,.1981555
BOL,2012,33075.69,Derived using data on investment from UN and the spliced GDP,187153.9,.1767299
BOL,2013,40290.2,Derived using data on investment from UN and the spliced GDP,211856,.1901773
BOL,2014,47957.83,Derived using data on investment from UN and the spliced GDP,228003.7,.210338
BOL,2015,46247.67,Derived using data on investment from UN and the spliced GDP,228031.4,.2028128
BOL,2016,49386.5,Derived using data on investment from UN and the spliced GDP,234533.2,.2105736
BOL,2017,57591.6,Derived using data on investment from UN and the spliced GDP,259185,.2222027
BOL,2018,57337.7,Derived using data on investment from UN and the spliced GDP,278387.7,.2059635
BOL,2019,56164.13,Derived using data on investment from UN and the spliced GDP,282586.7,.1987501
BOL,2020,39936.38,Derived using data on investment from UN and the spliced GDP,253112.2,.1577813
BOL,2021,46880.8,Derived using data on investment from UN and the spliced GDP,279206.2,.1679074
BOL,2022,50531.43,Derived using data on investment from UN and the spliced GDP,304097.3,.1661686
BOL,2023,54944.76,Derived using data on investment from UN and the spliced GDP,311885.6,.1761696
BOL,2024,43080.71,Derived using data on investment from IMF_IFS and the spliced GDP,322193.4,.1337107
BOL,2025,44674.54,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,343128.3,.1301977
BOL,2026,46536.31,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,364267.1,.1277533
BOL,2027,48646.01,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,386984.3,.1257054
BOL,2028,50893.66,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,411031.3,.1238194
BOL,2029,53060.55,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,436463.9,.1215692
BRA,1948,1.07e-11,Derived using data on investment from Mitchell and the spliced GDP,5.78e-11,.1858385
BRA,1949,1.20e-11,Derived using data on investment from Mitchell and the spliced GDP,6.81e-11,.1754631
BRA,1950,1.38e-11,Derived using data on investment from Mitchell and the spliced GDP,8.06e-11,.171728
BRA,1951,2.02e-11,Derived using data on investment from Mitchell and the spliced GDP,9.57e-11,.2107999
BRA,1952,2.35e-11,Derived using data on investment from Mitchell and the spliced GDP,1.18e-10,.1988738
BRA,1953,2.43e-11,Derived using data on investment from Mitchell and the spliced GDP,1.39e-10,.1747603
BRA,1954,3.87e-11,Derived using data on investment from Mitchell and the spliced GDP,1.84e-10,.2106253
BRA,1955,4.18e-11,Derived using data on investment from Mitchell and the spliced GDP,2.31e-10,.1809381
BRA,1956,4.90e-11,Derived using data on investment from Mitchell and the spliced GDP,2.96e-10,.165573
BRA,1957,5.37e-11,Derived using data on investment from Mitchell and the spliced GDP,3.59e-10,.1493395
BRA,1958,8.89e-11,Derived using data on investment from Mitchell and the spliced GDP,4.27e-10,.2082343
BRA,1959,1.49e-10,Derived using data on investment from Mitchell and the spliced GDP,5.71e-10,.2611504
BRA,1960,1.88e-10,Derived using data on investment from WDI and the spliced GDP,8.06e-10,.2335383
BRA,1961,2.96e-10,Derived using data on investment from WDI and the spliced GDP,1.15e-09,.2563615
BRA,1962,5.11e-10,Derived using data on investment from WDI and the spliced GDP,2.21e-09,.2308397
BRA,1963,8.59e-10,Derived using data on investment from WDI and the spliced GDP,3.94e-09,.2182082
BRA,1964,1.67e-09,Derived using data on investment from WDI and the spliced GDP,7.66e-09,.2174058
BRA,1965,2.80e-09,Derived using data on investment from WDI and the spliced GDP,1.56e-08,.1796325
BRA,1966,4.03e-09,Derived using data on investment from WDI and the spliced GDP,2.27e-08,.1776053
BRA,1967,4.65e-09,Derived using data on investment from WDI and the spliced GDP,3.12e-08,.1492138
BRA,1968,7.34e-09,Derived using data on investment from WDI and the spliced GDP,4.21e-08,.1742603
BRA,1969,1.15e-08,Derived using data on investment from WDI and the spliced GDP,5.67e-08,.2029324
BRA,1970,1.35e-08,Derived using data on investment from UN and the spliced GDP,7.12e-08,.1893271
BRA,1971,1.83e-08,Derived using data on investment from UN and the spliced GDP,9.15e-08,.1998454
BRA,1972,2.69e-08,Derived using data on investment from UN and the spliced GDP,1.32e-07,.2038907
BRA,1973,4.04e-08,Derived using data on investment from UN and the spliced GDP,1.93e-07,.2092564
BRA,1974,6.35e-08,Derived using data on investment from UN and the spliced GDP,2.74e-07,.2313998
BRA,1975,9.43e-08,Derived using data on investment from UN and the spliced GDP,3.86e-07,.2441324
BRA,1976,1.31e-07,Derived using data on investment from UN and the spliced GDP,6.00e-07,.2182075
BRA,1977,1.93e-07,Derived using data on investment from UN and the spliced GDP,9.25e-07,.2090921
BRA,1978,2.93e-07,Derived using data on investment from UN and the spliced GDP,1.34e-06,.2180131
BRA,1979,4.83e-07,Derived using data on investment from UN and the spliced GDP,2.21e-06,.2189913
BRA,1980,1.05e-06,Derived using data on investment from UN and the spliced GDP,4.07e-06,.2579582
BRA,1981,1.92e-06,Derived using data on investment from UN and the spliced GDP,9.15e-06,.2103635
BRA,1982,3.85e-06,Derived using data on investment from UN and the spliced GDP,.0000193,.1992917
BRA,1983,6.74e-06,Derived using data on investment from UN and the spliced GDP,.0000437,.1541035
BRA,1984,.000021,Derived using data on investment from UN and the spliced GDP,.0001426,.1472187
BRA,1985,.000092,Derived using data on investment from UN and the spliced GDP,.0005109,.1800774
BRA,1986,.000244,Derived using data on investment from UN and the spliced GDP,.0013536,.1802588
BRA,1987,.000901,Derived using data on investment from UN and the spliced GDP,.0042642,.2112954
