ISO3,year,govdebt_GDP,nGDP,govdebt,source
ARG,1882,21.46032,5.01e-11,1.08e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1883,20.66396,5.36e-11,1.11e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1884,18.17533,5.83e-11,1.06e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1885,19.34498,6.95e-11,1.34e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1886,19.89248,7.08e-11,1.41e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1887,17.56146,9.42e-11,1.66e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1888,32.08679,1.11e-10,3.55e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1889,39.66883,1.23e-10,4.88e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1890,59.84336,1.29e-10,7.72e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1891,97.65401,1.27e-10,1.24e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1892,77.75323,1.57e-10,1.22e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1893,69.52414,1.72e-10,1.20e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1894,59.05529,2.06e-10,1.21e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1895,50.74325,2.36e-10,1.20e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1896,40.10019,2.69e-10,1.08e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1897,55.08177,2.00e-10,1.10e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1898,51.28246,1.98e-10,1.01e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1899,50.99212,2.10e-10,1.07e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1900,44.77053,2.00e-10,8.94e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1901,42.2653,2.11e-10,8.90e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1902,39.96746,2.23e-10,8.89e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1903,33.85372,2.47e-10,8.37e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1904,30.9752,2.70e-10,8.37e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1905,22.99498,3.28e-10,7.55e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1906,21.14509,3.53e-10,7.45e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1907,22.5885,3.64e-10,8.21e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1908,19.07953,4.11e-10,7.83e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1909,20.34044,4.34e-10,8.83e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1910,18.62328,4.81e-10,8.95e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1911,21.63453,4.81e-10,1.04e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1912,19.07123,5.51e-10,1.05e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1913,18.86385,5.63e-10,1.06e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1914,20.44828,5.08e-10,1.04e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1915,19.19566,5.49e-10,1.05e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1916,18.24998,5.87e-10,1.07e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1917,17.99282,6.50e-10,1.17e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1918,12.47635,9.08e-10,1.13e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1919,11.98692,9.26e-10,1.11e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1920,9.8384,1.10e-09,1.08e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1921,11.60533,9.53e-10,1.11e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1922,12.41828,9.01e-10,1.12e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1923,11.2901,1.01e-09,1.14e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1924,11.61363,1.14e-09,1.32e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1925,13.39715,1.13e-09,1.51e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1926,14.45896,1.10e-09,1.60e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1927,16.00192,1.17e-09,1.86e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1928,15.90237,1.23e-09,1.96e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1929,14.88203,1.28e-09,1.91e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1930,15.82771,1.21e-09,1.92e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1931,20.17453,1.03e-09,2.07e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1932,23.39316,9.46e-10,2.21e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1933,23.97384,1.03e-09,2.47e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1934,21.95805,1.13e-09,2.49e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1935,24.91953,1.21e-09,3.01e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1936,26.10577,1.28e-09,3.35e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1937,22.53043,1.48e-09,3.33e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1938,23.91577,1.44e-09,3.44e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1939,25.34259,1.52e-09,3.84e-10,Derived using data on general government debt to GDP and central government and the spliced GDP.
