ISO3,year,CA_GDP,source,nGDP,CA
BHR,1975,-18.47264,Derived using data on current account balance to GDP from WDI and the spliced GDP,468.4737,-86.53944
BHR,1976,-22.77366,Derived using data on current account balance to GDP from WDI and the spliced GDP,674.3423,-153.5724
BHR,1977,-16.29029,Derived using data on current account balance to GDP from WDI and the spliced GDP,848.2278,-138.1788
BHR,1978,-17.06216,Derived using data on current account balance to GDP from WDI and the spliced GDP,948.7114,-161.8706
BHR,1979,-8.218557,Derived using data on current account balance to GDP from WDI and the spliced GDP,1114.264,-91.57643
BHR,1980,5.276438,Derived using data on current account balance to GDP from WDI and the spliced GDP,1419.146,74.88035
BHR,1981,10.89296,Derived using data on current account balance to GDP from WDI and the spliced GDP,1597.81,174.0488
BHR,1982,10.26575,Derived using data on current account balance to GDP from WDI and the spliced GDP,1679.79,172.443
BHR,1983,2.417208,Derived using data on current account balance to GDP from WDI and the spliced GDP,1720.964,41.59929
BHR,1984,4.916848,Derived using data on current account balance to GDP from WDI and the spliced GDP,1799.513,88.4793
BHR,1985,.935122,Derived using data on current account balance to GDP from WDI and the spliced GDP,1682.609,15.73444
BHR,1986,-1.984673,Derived using data on current account balance to GDP from WDI and the spliced GDP,1406.401,-27.91247
BHR,1987,-5.219959,Derived using data on current account balance to GDP from WDI and the spliced GDP,1428.949,-74.59055
BHR,1988,4.561255,Derived using data on current account balance to GDP from WDI and the spliced GDP,1569.136,71.57228
BHR,1989,-4.395196,Derived using data on current account balance to GDP from WDI and the spliced GDP,1683.834,-74.00781
BHR,1990,1.448814,Derived using data on current account balance to GDP from WDI and the spliced GDP,1845.833,26.74268
BHR,1991,-11.48161,Derived using data on current account balance to GDP from WDI and the spliced GDP,1954.282,-224.383
BHR,1992,-15.301,Derived using data on current account balance to GDP from WDI and the spliced GDP,2042.511,-312.5247
BHR,1993,-5.739246,Derived using data on current account balance to GDP from WDI and the spliced GDP,2235.881,-128.3227
BHR,1994,-4.037279,Derived using data on current account balance to GDP from WDI and the spliced GDP,2410.2,-97.3065
BHR,1995,3.569025,Derived using data on current account balance to GDP from WDI and the spliced GDP,2551.9,91.07793
BHR,1996,3.753507,Derived using data on current account balance to GDP from WDI and the spliced GDP,2654.2,99.62557
BHR,1997,-.4302805,Derived using data on current account balance to GDP from WDI and the spliced GDP,2750.6,-11.8353
BHR,1998,-11.05645,Derived using data on current account balance to GDP from WDI and the spliced GDP,2631.2,-290.9173
BHR,1999,-.4898646,Derived using data on current account balance to GDP from WDI and the spliced GDP,2851,-13.96604
BHR,2000,9.160259,Derived using data on current account balance to GDP from WDI and the spliced GDP,3407.653,312.1498
BHR,2001,2.51702,Derived using data on current account balance to GDP from WDI and the spliced GDP,3375.054,84.95078
BHR,2002,-.5173376,Derived using data on current account balance to GDP from WDI and the spliced GDP,3607.159,-18.66119
BHR,2003,1.809904,Derived using data on current account balance to GDP from WDI and the spliced GDP,4164.133,75.36681
BHR,2004,3.586106,Derived using data on current account balance to GDP from WDI and the spliced GDP,4944.463,177.3137
BHR,2005,9.23181,Derived using data on current account balance to GDP from WDI and the spliced GDP,6004.241,554.3001
BHR,2006,11.82101,Derived using data on current account balance to GDP from WDI and the spliced GDP,6957.789,822.4808
BHR,2007,13.37586,Derived using data on current account balance to GDP from WDI and the spliced GDP,8170.485,1092.873
BHR,2008,8.777936,Derived using data on current account balance to GDP from WDI and the spliced GDP,9667.289,848.5884
BHR,2009,2.441234,Derived using data on current account balance to GDP from WDI and the spliced GDP,8624.771,210.5508
BHR,2010,2.872761,Derived using data on current account balance to GDP from WDI and the spliced GDP,9668.19,277.744
BHR,2011,10.85534,Derived using data on current account balance to GDP from WDI and the spliced GDP,10820,1174.548
BHR,2012,8.0654,Derived using data on current account balance to GDP from WDI and the spliced GDP,11561.7,932.4974
BHR,2013,7.405864,Derived using data on current account balance to GDP from AMF and the spliced GDP,12234.9,906.1
BHR,2014,4.555912,Derived using data on current account balance to GDP from AMF and the spliced GDP,12553.8,571.94
BHR,2015,-2.413166,Derived using data on current account balance to GDP from AMF and the spliced GDP,11675,-281.7371
BHR,2016,-4.679523,Derived using data on current account balance to GDP from AMF and the spliced GDP,12120.4,-567.1769
BHR,2017,-4.50364,Derived using data on current account balance to GDP from AMF and the spliced GDP,13338.1,-600.7
BHR,2018,-5.864777,Derived using data on current account balance to GDP from AMF and the spliced GDP,14213.5,-833.59
BHR,2019,-2.055155,Derived using data on current account balance to GDP from AMF and the spliced GDP,14533.8,-298.692
BHR,2020,-9.34444,Derived using data on current account balance to GDP from AMF and the spliced GDP,12992,-1214.03
BHR,2021,8.547275,Derived using data on current account balance to GDP from AMF and the spliced GDP,14745.9,1260.373
BHR,2022,14.71982,Derived using data on current account balance to GDP from WDI and the spliced GDP,16683.7,2455.811
BHR,2023,5.843984,Derived using data on current account balance to GDP from WDI and the spliced GDP,16793.08,981.3849
BHR,2024,4.843829,Derived using data on current account balance to GDP from WDI and the spliced GDP,17126.66,829.5862
BHR,2025,4.547,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,17744.01,806.8202
BHR,2026,4.322,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,18517.6,800.3307
BHR,2027,3.926,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,19343.59,759.4294
BHR,2028,3.389,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,20237.22,685.8395
BHR,2029,2.853,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,21218.5,605.3639
BHS,1976,10.60582,Derived using data on current account balance to GDP from WDI and the spliced GDP,1212.96,128.6444
BHS,1977,4.053296,Derived using data on current account balance to GDP from WDI and the spliced GDP,1288.019,52.20721
BHS,1978,.2883229,Derived using data on current account balance to GDP from WDI and the spliced GDP,1501.748,4.329884
BHS,1979,-3.763818,Derived using data on current account balance to GDP from WDI and the spliced GDP,1824.624,-68.67552
BHS,1980,-5.639182,Derived using data on current account balance to GDP from WDI and the spliced GDP,2189.549,-123.4727
BHS,1981,-9.80722,Derived using data on current account balance to GDP from WDI and the spliced GDP,2268.373,-222.4643
BHS,1982,-7.311665,Derived using data on current account balance to GDP from WDI and the spliced GDP,2554.188,-186.7537
BHS,1983,-5.805633,Derived using data on current account balance to GDP from WDI and the spliced GDP,2842.812,-165.0432
BHS,1984,-4.914017,Derived using data on current account balance to GDP from WDI and the spliced GDP,3036.123,-149.1956
BHS,1985,-.1163442,Derived using data on current account balance to GDP from WDI and the spliced GDP,3306.337,-3.846732
BHS,1986,.9302326,Derived using data on current account balance to GDP from WDI and the spliced GDP,3574.151,33.24791
BHS,1987,-2.01916,Derived using data on current account balance to GDP from WDI and the spliced GDP,3935.17,-79.45737
BHS,1988,-2.359913,Derived using data on current account balance to GDP from WDI and the spliced GDP,4091.463,-96.55499
BHS,1989,-2.749837,Derived using data on current account balance to GDP from WDI and the spliced GDP,4612.085,-126.8248
BHS,1990,-1.156033,Derived using data on current account balance to GDP from WDI and the spliced GDP,4767.542,-55.11434
BHS,1991,-5.779195,Derived using data on current account balance to GDP from WDI and the spliced GDP,4685.397,-270.7783
BHS,1992,1.151496,Derived using data on current account balance to GDP from WDI and the spliced GDP,4682.385,53.91746
BHS,1993,1.573739,Derived using data on current account balance to GDP from WDI and the spliced GDP,4656.325,73.27839
BHS,1994,-1.294876,Derived using data on current account balance to GDP from WDI and the spliced GDP,4907.553,-63.54671
BHS,1995,-4.254885,Derived using data on current account balance to GDP from WDI and the spliced GDP,5164.608,-219.7481
BHS,1996,-7.29565,Derived using data on current account balance to GDP from WDI and the spliced GDP,5862.514,-427.7085
BHS,1997,-7.455356,Derived using data on current account balance to GDP from WDI and the spliced GDP,6332.4,-472.103
BHS,1998,-14.56707,Derived using data on current account balance to GDP from WDI and the spliced GDP,6833.2,-995.3971
BHS,1999,-4.221801,Derived using data on current account balance to GDP from WDI and the spliced GDP,7683.9,-324.399
BHS,2000,-7.836877,Derived using data on current account balance to GDP from WDI and the spliced GDP,8076.5,-632.9454
BHS,2001,-7.753945,Derived using data on current account balance to GDP from WDI and the spliced GDP,8317.8,-644.9576
BHS,2002,-4.766469,Derived using data on current account balance to GDP from WDI and the spliced GDP,8881.2,-423.3196
BHS,2003,-5.338277,Derived using data on current account balance to GDP from WDI and the spliced GDP,8870.1,-473.5105
BHS,2004,-3.391609,Derived using data on current account balance to GDP from WDI and the spliced GDP,9055.3,-307.1203
BHS,2005,-7.12305,Derived using data on current account balance to GDP from WDI and the spliced GDP,9836.2,-700.6375
BHS,2006,-13.80619,Derived using data on current account balance to GDP from WDI and the spliced GDP,10167.3,-1403.717
BHS,2007,-12.38516,Derived using data on current account balance to GDP from WDI and the spliced GDP,10618.3,-1315.093
BHS,2008,-11.61009,Derived using data on current account balance to GDP from WDI and the spliced GDP,10526,-1222.078
BHS,2009,-8.104421,Derived using data on current account balance to GDP from WDI and the spliced GDP,9982,-808.9833
BHS,2010,-8.063216,Derived using data on current account balance to GDP from WDI and the spliced GDP,10095.8,-814.0461
BHS,2011,-11.94727,Derived using data on current account balance to GDP from WDI and the spliced GDP,10070.4,-1203.138
BHS,2012,-14.03681,Derived using data on current account balance to GDP from WDI and the spliced GDP,10720.5,-1504.816
BHS,2013,-14.26141,Derived using data on current account balance to GDP from WDI and the spliced GDP,10395.82,-1482.591
BHS,2014,-16.92492,Derived using data on current account balance to GDP from WDI and the spliced GDP,10974.15,-1857.365
BHS,2015,-10.16393,Derived using data on current account balance to GDP from WDI and the spliced GDP,11671.87,-1186.321
BHS,2016,-5.98259,Derived using data on current account balance to GDP from WDI and the spliced GDP,11745.06,-702.659
BHS,2017,-12.65091,Derived using data on current account balance to GDP from WDI and the spliced GDP,12236.68,-1548.051
BHS,2018,-8.700027,Derived using data on current account balance to GDP from WDI and the spliced GDP,12615.81,-1097.578
BHS,2019,-2.602101,Derived using data on current account balance to GDP from WDI and the spliced GDP,13016.2,-338.6945
BHS,2020,-22.04435,Derived using data on current account balance to GDP from WDI and the spliced GDP,9958.194,-2195.219
BHS,2021,-20.22088,Derived using data on current account balance to GDP from WDI and the spliced GDP,11368.93,-2298.896
BHS,2022,-8.869616,Derived using data on current account balance to GDP from WDI and the spliced GDP,13136.38,-1165.147
BHS,2023,-7.000692,Derived using data on current account balance to GDP from WDI and the spliced GDP,14338.47,-1003.792
BHS,2024,-6.648608,Derived using data on current account balance to GDP from WDI and the spliced GDP,14865.67,-988.3604
