ISO3,year,imports,source,nGDP,imports_GDP
SWE,1981,181965.8,Derived using data on imports from OECD_EO and the spliced GDP,655093.1,.277771
SWE,1982,217945.6,Derived using data on imports from OECD_EO and the spliced GDP,716896.1,.3040128
SWE,1983,249715.3,Derived using data on imports from OECD_EO and the spliced GDP,803238.3,.3108857
SWE,1984,273412.6,Derived using data on imports from OECD_EO and the spliced GDP,901140.8,.3034071
SWE,1985,305459.1,Derived using data on imports from OECD_EO and the spliced GDP,979569.3,.31183
SWE,1986,295478.6,Derived using data on imports from OECD_EO and the spliced GDP,1069535,.2762683
SWE,1987,329393.3,Derived using data on imports from OECD_EO and the spliced GDP,1157591,.2845506
SWE,1988,359342.8,Derived using data on imports from OECD_EO and the spliced GDP,1265229,.2840141
SWE,1989,410926.5,Derived using data on imports from OECD_EO and the spliced GDP,1401745,.2931535
SWE,1990,429329.2,Derived using data on imports from OECD_EO and the spliced GDP,1546125,.2776808
SWE,1991,411558.2,Derived using data on imports from OECD_EO and the spliced GDP,1654451,.2487582
SWE,1992,407953.8,Derived using data on imports from OECD_EO and the spliced GDP,1651886,.2469624
SWE,1993,456258,Derived using data on imports from OECD_EO and the spliced GDP,1653554,.2759257
SWE,1994,529105,Derived using data on imports from OECD_EO and the spliced GDP,1760864,.3004803
SWE,1995,597238,Derived using data on imports from OECD_EO and the spliced GDP,1904280,.3136293
SWE,1996,594701,Derived using data on imports from OECD_EO and the spliced GDP,1957808,.3037586
SWE,1997,672976,Derived using data on imports from OECD_EO and the spliced GDP,2050163,.3282549
SWE,1998,738092,Derived using data on imports from OECD_EO and the spliced GDP,2154482,.3425844
SWE,1999,784454,Derived using data on imports from OECD_EO and the spliced GDP,2263566,.3465567
SWE,2000,921211,Derived using data on imports from OECD_EO and the spliced GDP,2408824,.3824318
SWE,2001,945343,Derived using data on imports from OECD_EO and the spliced GDP,2507845,.3769543
SWE,2002,936649,Derived using data on imports from OECD_EO and the spliced GDP,2606300,.3593788
SWE,2003,948511,Derived using data on imports from OECD_EO and the spliced GDP,2706996,.3503925
SWE,2004,1013549,Derived using data on imports from OECD_EO and the spliced GDP,2820483,.359353
SWE,2005,1131733,Derived using data on imports from OECD_EO and the spliced GDP,2920827,.3874701
SWE,2006,1269957,Derived using data on imports from OECD_EO and the spliced GDP,3116685,.4074704
SWE,2007,1388031,Derived using data on imports from OECD_EO and the spliced GDP,3314224,.4188102
SWE,2008,1483673,Derived using data on imports from OECD_EO and the spliced GDP,3389251,.4377584
SWE,2009,1281128,Derived using data on imports from OECD_EO and the spliced GDP,3324498,.3853598
SWE,2010,1423473,Derived using data on imports from OECD_EO and the spliced GDP,3542932,.4017783
SWE,2011,1513712,Derived using data on imports from OECD_EO and the spliced GDP,3698826,.4092412
SWE,2012,1510179,Derived using data on imports from OECD_EO and the spliced GDP,3728206,.4050685
SWE,2013,1482555,Derived using data on imports from OECD_EO and the spliced GDP,3808110,.3893152
SWE,2014,1604619,Derived using data on imports from OECD_EO and the spliced GDP,3970862,.4040984
SWE,2015,1711559,Derived using data on imports from OECD_EO and the spliced GDP,4229970,.4046268
SWE,2016,1770503,Derived using data on imports from OECD_EO and the spliced GDP,4393514,.4029811
SWE,2017,1926121,Derived using data on imports from OECD_EO and the spliced GDP,4583286,.4202489
SWE,2018,2122724,Derived using data on imports from OECD_EO and the spliced GDP,4796006,.4426025
SWE,2019,2231993,Derived using data on imports from OECD_EO and the spliced GDP,5038023,.4430295
SWE,2020,2010155,Derived using data on imports from OECD_EO and the spliced GDP,5019437,.4004742
SWE,2021,2338876,Derived using data on imports from OECD_EO and the spliced GDP,5452104,.428986
SWE,2022,3036706,Derived using data on imports from OECD_EO and the spliced GDP,5853893,.5187498
SWE,2023,3177905,Derived using data on imports from OECD_EO and the spliced GDP,6209087,.5118152
SWE,2024,3216532,Derived using data on imports from OECD_EO and the spliced GDP,6401565,.5024602
SWE,2025,3336802,Derived using data on imports from OECD_EO and the spliced GDP,6553146,.5091909
SWE,2026,3517744,Derived using data on imports from OECD_EO and the spliced GDP,6833400,.5147868
SWE,2027,3638855,Derived using data on imports from AMECO and the spliced GDP,7141134,.5095626
SWE,2028,3748021,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,7438980,.5038353
SWE,2029,3860461,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,7748693,.498208
SWZ,1960,12.80183,Derived using data on imports from WDI_ARC and the spliced GDP,39.0034,.3282235
SWZ,1961,15.92786,Derived using data on imports from WDI_ARC and the spliced GDP,47.84244,.3329232
SWZ,1962,22.32877,Derived using data on imports from WDI_ARC and the spliced GDP,51.0692,.4372258
SWZ,1963,30.81371,Derived using data on imports from WDI_ARC and the spliced GDP,60.18877,.5119511
SWZ,1964,31.85571,Derived using data on imports from WDI_ARC and the spliced GDP,66.33623,.4802159
SWZ,1965,39.29864,Derived using data on imports from WDI_ARC and the spliced GDP,73.11157,.5375159
SWZ,1966,60.28768,Derived using data on imports from WDI_ARC and the spliced GDP,80.5789,.7481821
SWZ,1967,66.98631,Derived using data on imports from WDI_ARC and the spliced GDP,86.24728,.7766774
SWZ,1968,61.18083,Derived using data on imports from WDI_ARC and the spliced GDP,93.99036,.6509266
SWZ,1969,60.73426,Derived using data on imports from WDI_ARC and the spliced GDP,102.464,.5927375
SWZ,1970,72.0475,Derived using data on imports from UN and the spliced GDP,110.516,.6519193
SWZ,1971,83.15145,Derived using data on imports from UN and the spliced GDP,137.4839,.6048085
SWZ,1972,97.58067,Derived using data on imports from UN and the spliced GDP,162.3739,.6009627
SWZ,1973,124.4011,Derived using data on imports from UN and the spliced GDP,190.2476,.6538904
SWZ,1974,141.3575,Derived using data on imports from UN and the spliced GDP,230.527,.6131926
SWZ,1975,169.7268,Derived using data on imports from UN and the spliced GDP,292.9483,.5793744
SWZ,1976,229.4817,Derived using data on imports from UN and the spliced GDP,352.229,.6515128
SWZ,1977,278.5573,Derived using data on imports from UN and the spliced GDP,391.6447,.7112501
SWZ,1978,357.2252,Derived using data on imports from UN and the spliced GDP,438.6766,.8143246
SWZ,1979,489.8599,Derived using data on imports from UN and the spliced GDP,503.6105,.9726959
SWZ,1980,625.4293,Derived using data on imports from UN and the spliced GDP,627.9035,.9960596
SWZ,1981,734.0049,Derived using data on imports from UN and the spliced GDP,781.2916,.9394763
SWZ,1982,836.3723,Derived using data on imports from UN and the spliced GDP,898.5787,.9307724
SWZ,1983,876.8911,Derived using data on imports from UN and the spliced GDP,979.2585,.8954643
SWZ,1984,937.6969,Derived using data on imports from UN and the spliced GDP,1060.311,.8843599
SWZ,1985,1000.436,Derived using data on imports from UN and the spliced GDP,1197.518,.835425
SWZ,1986,1158.312,Derived using data on imports from UN and the spliced GDP,1552.865,.7459193
SWZ,1987,1478.761,Derived using data on imports from UN and the spliced GDP,1829.11,.8084596
SWZ,1988,1792.724,Derived using data on imports from UN and the spliced GDP,2384.765,.7517403
SWZ,1989,2500.336,Derived using data on imports from UN and the spliced GDP,2843.495,.8793179
SWZ,1990,2297.016,Derived using data on imports from UN and the spliced GDP,3245.542,.7077448
SWZ,1991,2663.664,Derived using data on imports from UN and the spliced GDP,3674.255,.7249535
SWZ,1992,3289.321,Derived using data on imports from UN and the spliced GDP,4205.721,.7821063
SWZ,1993,3851.343,Derived using data on imports from UN and the spliced GDP,4877.093,.7896801
SWZ,1994,4108.453,Derived using data on imports from UN and the spliced GDP,5647.821,.7274404
SWZ,1995,5099.467,Derived using data on imports from UN and the spliced GDP,6897.454,.739326
SWZ,1996,6214.108,Derived using data on imports from UN and the spliced GDP,7711.672,.8058056
SWZ,1997,6763.427,Derived using data on imports from UN and the spliced GDP,8879.994,.7616476
SWZ,1998,8315.022,Derived using data on imports from UN and the spliced GDP,9808.108,.8477703
SWZ,1999,8260.801,Derived using data on imports from UN and the spliced GDP,10572.63,.7813381
SWZ,2000,9948.979,Derived using data on imports from UN and the spliced GDP,12062.07,.8248151
SWZ,2001,11438.59,Derived using data on imports from UN and the spliced GDP,13279.34,.8613821
SWZ,2002,13036.75,Derived using data on imports from UN and the spliced GDP,15096.69,.8635506
SWZ,2003,14290.7,Derived using data on imports from UN and the spliced GDP,16624.28,.8596279
SWZ,2004,13519.65,Derived using data on imports from UN and the spliced GDP,17893.63,.7555565
SWZ,2005,14610.4,Derived using data on imports from UN and the spliced GDP,20210.66,.7229056
SWZ,2006,15494.9,Derived using data on imports from UN and the spliced GDP,22287.4,.6952313
SWZ,2007,16571.8,Derived using data on imports from UN and the spliced GDP,24443.06,.6779758
SWZ,2008,18601.7,Derived using data on imports from UN and the spliced GDP,27213.17,.6835551
SWZ,2009,20200.4,Derived using data on imports from UN and the spliced GDP,30339.38,.6658145
SWZ,2010,19561.52,Derived using data on imports from UN and the spliced GDP,32497.19,.6019449
SWZ,2011,16077.72,Derived using data on imports from UN and the spliced GDP,35002.13,.4593355
SWZ,2012,17240.44,Derived using data on imports from UN and the spliced GDP,40118.44,.4297385
SWZ,2013,20537.45,Derived using data on imports from UN and the spliced GDP,44389.63,.4626633
SWZ,2014,21354.08,Derived using data on imports from UN and the spliced GDP,48001.15,.444866
SWZ,2015,21225.57,Derived using data on imports from UN and the spliced GDP,51791.35,.4098285
SWZ,2016,23908.15,Derived using data on imports from UN and the spliced GDP,56132.16,.425926
SWZ,2017,25990.55,Derived using data on imports from UN and the spliced GDP,58688.94,.4428526
SWZ,2018,27380.97,Derived using data on imports from UN and the spliced GDP,61786.22,.4431565
SWZ,2019,27911.61,Derived using data on imports from UN and the spliced GDP,64964.66,.429643
SWZ,2020,27526.15,Derived using data on imports from UN and the spliced GDP,65588.46,.4196798
SWZ,2021,32196.71,Derived using data on imports from UN and the spliced GDP,67808.13,.4748207
SWZ,2022,37307.43,Derived using data on imports from UN and the spliced GDP,73824.88,.5053504
SWZ,2023,37397.85,Derived using data on imports from UN and the spliced GDP,84398.08,.4431126
SWZ,2024,40937.69,Derived using data on imports from WDI and the spliced GDP,90019.38,.4547653
SWZ,2025,43519.22,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,97180.52,.4478184
SWZ,2026,46913.72,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,104271.6,.4499186
SWZ,2027,48210.41,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,111450.5,.4325725
SWZ,2028,50794.49,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,119189.1,.4261671
SWZ,2029,52914.65,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,127095.1,.4163391
SXM,2005,1692.6,Derived using data on imports from UN and the spliced GDP,1267.239,1.33566
SXM,2006,1579.8,Derived using data on imports from UN and the spliced GDP,1357.261,1.163962
SXM,2007,1782.4,Derived using data on imports from UN and the spliced GDP,1445.374,1.233176
SXM,2008,1905.9,Derived using data on imports from UN and the spliced GDP,1529.97,1.24571
SXM,2009,1716.6,Derived using data on imports from UN and the spliced GDP,1537.606,1.116411
SXM,2010,1667,Derived using data on imports from UN and the spliced GDP,1604.721,1.03881
SXM,2011,1736.4,Derived using data on imports from UN and the spliced GDP,1675.553,1.036315
SXM,2012,1842.536,Derived using data on imports from UN and the spliced GDP,1908.517,.9654278
SXM,2013,2126.896,Derived using data on imports from UN and the spliced GDP,2141.723,.9930773
SXM,2014,2334.709,Derived using data on imports from UN and the spliced GDP,2395.6,.9745821
SXM,2015,2029.403,Derived using data on imports from UN and the spliced GDP,2446.9,.8293772
SXM,2016,2028.884,Derived using data on imports from UN and the spliced GDP,2509.3,.8085457
SXM,2017,1840.947,Derived using data on imports from UN and the spliced GDP,2307.9,.7976718
SXM,2018,2188.502,Derived using data on imports from UN and the spliced GDP,2254,.9709413
SXM,2019,2216.891,Derived using data on imports from UN and the spliced GDP,2613,.8484083
SXM,2020,1363.544,Derived using data on imports from UN and the spliced GDP,2220.1,.6141812
SXM,2021,1796.437,Derived using data on imports from UN and the spliced GDP,2478.5,.7248083
SXM,2022,2047.575,Derived using data on imports from UN and the spliced GDP,2808.234,.7291327
SXM,2023,2069.784,Derived using data on imports from UN and the spliced GDP,3002.411,.689374
SYC,1970,107.2334,Derived using data on imports from UN and the spliced GDP,123.7318,.86666
SYC,1971,125.9616,Derived using data on imports from UN and the spliced GDP,145.6023,.8651071
SYC,1972,170.4509,Derived using data on imports from UN and the spliced GDP,197.6808,.8622531
SYC,1973,211.7239,Derived using data on imports from UN and the spliced GDP,242.6302,.8726197
SYC,1974,255.7651,Derived using data on imports from UN and the spliced GDP,297.2462,.8604487
SYC,1975,297.1837,Derived using data on imports from UN and the spliced GDP,348.1164,.8536907
SYC,1976,399.2228,Derived using data on imports from UN and the spliced GDP,441.755,.90372
SYC,1977,490.812,Derived using data on imports from UN and the spliced GDP,595.6926,.8239351
SYC,1978,599.1765,Derived using data on imports from UN and the spliced GDP,718.9393,.8334174
SYC,1979,762.291,Derived using data on imports from UN and the spliced GDP,974.2534,.7824361
SYC,1980,817.295,Derived using data on imports from UN and the spliced GDP,1138.099,.718123
SYC,1981,768.7213,Derived using data on imports from UN and the spliced GDP,1165.769,.6594113
SYC,1982,828.8947,Derived using data on imports from UN and the spliced GDP,1166.132,.7108072
SYC,1983,767.6339,Derived using data on imports from UN and the spliced GDP,1195.493,.6421063
SYC,1984,808.5953,Derived using data on imports from UN and the spliced GDP,1290.587,.6265331
SYC,1985,927.8108,Derived using data on imports from UN and the spliced GDP,1456.003,.6372313
SYC,1986,869.977,Derived using data on imports from UN and the spliced GDP,1558.709,.5581396
SYC,1987,844.361,Derived using data on imports from UN and the spliced GDP,1686.668,.5006089
SYC,1988,1117.92,Derived using data on imports from UN and the spliced GDP,1846.164,.605537
SYC,1989,1500.227,Derived using data on imports from UN and the spliced GDP,2079.366,.7214829
SYC,1990,1586.5,Derived using data on imports from UN and the spliced GDP,2376.85,.6674801
SYC,1991,1485.365,Derived using data on imports from UN and the spliced GDP,2392.558,.6208272
SYC,1992,1600.516,Derived using data on imports from UN and the spliced GDP,2683.758,.5963712
SYC,1993,1913.466,Derived using data on imports from UN and the spliced GDP,2937.985,.6512852
SYC,1994,1646.949,Derived using data on imports from UN and the spliced GDP,2948.739,.5585268
SYC,1995,2205.011,Derived using data on imports from UN and the spliced GDP,2923.848,.7541469
SYC,1996,2592.322,Derived using data on imports from UN and the spliced GDP,2999.125,.8643595
SYC,1997,2644.255,Derived using data on imports from UN and the spliced GDP,3418.889,.7734253
SYC,1998,2968.09,Derived using data on imports from UN and the spliced GDP,3868.135,.767318
SYC,1999,3388.641,Derived using data on imports from UN and the spliced GDP,4015.427,.8439056
SYC,2000,3482.83,Derived using data on imports from UN and the spliced GDP,4267.358,.8161561
SYC,2001,4525.562,Derived using data on imports from UN and the spliced GDP,4371.393,1.035268
SYC,2002,3929.049,Derived using data on imports from UN and the spliced GDP,4591.833,.8556603
SYC,2003,3859.125,Derived using data on imports from UN and the spliced GDP,4571.084,.8442472
SYC,2004,3659,Derived using data on imports from UN and the spliced GDP,4616.3,.7926261
SYC,2005,5055,Derived using data on imports from UN and the spliced GDP,5055.066,.9999869
SYC,2006,5640,Derived using data on imports from UN and the spliced GDP,5610.253,1.005302
SYC,2007,6476.428,Derived using data on imports from UN and the spliced GDP,6955.005,.9311896
SYC,2008,10590.76,Derived using data on imports from UN and the spliced GDP,9221.981,1.148426
SYC,2009,14166.28,Derived using data on imports from UN and the spliced GDP,11675.6,1.213324
SYC,2010,13808.89,Derived using data on imports from UN and the spliced GDP,11898.17,1.160589
SYC,2011,16155.4,Derived using data on imports from UN and the spliced GDP,12870.06,1.25527
SYC,2012,18500.44,Derived using data on imports from UN and the spliced GDP,14879.74,1.24333
SYC,2013,18267.75,Derived using data on imports from UN and the spliced GDP,16479.17,1.108536
SYC,2014,20199,Derived using data on imports from UN and the spliced GDP,17688,1.141961
SYC,2015,18573,Derived using data on imports from UN and the spliced GDP,19071,.973887
SYC,2016,19954,Derived using data on imports from UN and the spliced GDP,20892,.9551024
SYC,2017,23673,Derived using data on imports from UN and the spliced GDP,22866,1.035293
SYC,2018,24490,Derived using data on imports from UN and the spliced GDP,24823,.986585
SYC,2019,23877,Derived using data on imports from UN and the spliced GDP,26225,.9104671
SYC,2020,21174,Derived using data on imports from UN and the spliced GDP,24356,.8693545
SYC,2021,26046,Derived using data on imports from UN and the spliced GDP,25164,1.03505
SYC,2022,28723,Derived using data on imports from UN and the spliced GDP,29373,.9778708
SYC,2023,29916.63,Derived using data on imports from UN and the spliced GDP,30015.9,.9966929
SYC,2024,31371.19,Derived using data on imports from IMF_IFS and the spliced GDP,30824.86,1.017724
SYC,2025,33789.28,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,32781.5,1.030742
SYC,2026,35359.13,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,34728.27,1.018166
SYC,2027,37121.08,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,36850.03,1.007355
SYC,2028,38457.06,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,39161.62,.9820091
SYC,2029,40132.64,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,41583.95,.9650993
SYR,1960,853.6091,Derived using data on imports from IMF_WEO and the spliced GDP,3357.557,.2542352
SYR,1961,757.4278,Derived using data on imports from IMF_WEO and the spliced GDP,3699.875,.2047172
SYR,1962,883.6657,Derived using data on imports from IMF_WEO and the spliced GDP,4478.349,.1973195
SYR,1963,970.83,Derived using data on imports from IMF_WEO and the spliced GDP,4606.515,.2107515
SYR,1964,982.8527,Derived using data on imports from IMF_WEO and the spliced GDP,5329.695,.1844107
SYR,1965,865.6317,Derived using data on imports from IMF_WEO and the spliced GDP,5251.49,.1648355
SYR,1966,1160.293,Derived using data on imports from IMF_WEO and the spliced GDP,5393.443,.2151304
SYR,1967,1056.295,Derived using data on imports from IMF_WEO and the spliced GDP,5938.733,.1778654
SYR,1968,1224.527,Derived using data on imports from IMF_WEO and the spliced GDP,5870.012,.2086073
SYR,1969,1488.601,Derived using data on imports from IMF_WEO and the spliced GDP,6982.295,.2131966
SYR,1970,1432,Derived using data on imports from UN and the spliced GDP,6848,.2091122
SYR,1971,1790,Derived using data on imports from UN and the spliced GDP,8044,.2225261
SYR,1972,2187,Derived using data on imports from UN and the spliced GDP,9286,.2355158
SYR,1973,2541,Derived using data on imports from UN and the spliced GDP,9945,.2555053
SYR,1974,5347,Derived using data on imports from UN and the spliced GDP,15951,.3352141
SYR,1975,6996,Derived using data on imports from UN and the spliced GDP,20711,.3377915
SYR,1976,8479,Derived using data on imports from UN and the spliced GDP,24915,.3403171
SYR,1977,10984,Derived using data on imports from UN and the spliced GDP,27265,.4028608
SYR,1978,10114,Derived using data on imports from UN and the spliced GDP,32696,.3093345
SYR,1979,13950,Derived using data on imports from UN and the spliced GDP,39302,.3549438
SYR,1980,18168,Derived using data on imports from UN and the spliced GDP,51270,.3543593
SYR,1981,21687,Derived using data on imports from UN and the spliced GDP,65777,.3297049
SYR,1982,17149,Derived using data on imports from UN and the spliced GDP,68788,.2493022
SYR,1983,19549,Derived using data on imports from UN and the spliced GDP,73291,.2667313
SYR,1984,18083,Derived using data on imports from UN and the spliced GDP,75342,.2400122
SYR,1985,21175,Derived using data on imports from UN and the spliced GDP,83225,.2544308
SYR,1986,22232,Derived using data on imports from UN and the spliced GDP,99933,.2224691
SYR,1987,36955,Derived using data on imports from UN and the spliced GDP,127712,.289362
SYR,1988,48369,Derived using data on imports from UN and the spliced GDP,186047,.2599827
SYR,1989,62877,Derived using data on imports from UN and the spliced GDP,208892,.3010024
SYR,1990,75000,Derived using data on imports from UN and the spliced GDP,268328,.2795087
SYR,1991,99931,Derived using data on imports from UN and the spliced GDP,311564,.3207399
SYR,1992,139850,Derived using data on imports from UN and the spliced GDP,371630,.3763151
SYR,1993,169242,Derived using data on imports from UN and the spliced GDP,413755,.4090392
SYR,1994,229732,Derived using data on imports from UN and the spliced GDP,506101,.4539252
SYR,1995,216610,Derived using data on imports from UN and the spliced GDP,570975,.3793686
SYR,1996,263135,Derived using data on imports from UN and the spliced GDP,690857,.380882
SYR,1997,252019,Derived using data on imports from UN and the spliced GDP,745569,.3380224
SYR,1998,244213,Derived using data on imports from UN and the spliced GDP,790444,.3089567
SYR,1999,262041,Derived using data on imports from UN and the spliced GDP,819092,.3199165
SYR,2000,263868,Derived using data on imports from UN and the spliced GDP,904623,.2916884
SYR,2001,296893,Derived using data on imports from UN and the spliced GDP,966383,.3072208
SYR,2002,324176,Derived using data on imports from UN and the spliced GDP,1022304,.3171033
SYR,2003,315151,Derived using data on imports from UN and the spliced GDP,1074164,.2933919
SYR,2004,477186,Derived using data on imports from UN and the spliced GDP,1266891,.3766591
SYR,2005,588876,Derived using data on imports from UN and the spliced GDP,1506439,.390906
SYR,2006,607587,Derived using data on imports from UN and the spliced GDP,1726404,.3519379
SYR,2007,763573,Derived using data on imports from UN and the spliced GDP,2020838,.3778497
SYR,2008,897602,Derived using data on imports from UN and the spliced GDP,2448060,.3666585
SYR,2009,778505,Derived using data on imports from UN and the spliced GDP,2520705,.3088441
SYR,2010,902606,Derived using data on imports from UN and the spliced GDP,2834517,.3184338
SYR,2011,1018972,Derived using data on imports from UN and the spliced GDP,3252720,.3132677
SYR,2012,836492,Derived using data on imports from UN and the spliced GDP,3024842,.2765407
SYR,2013,1084760,Derived using data on imports from UN and the spliced GDP,2937561,.3692723
SYR,2014,1706628,Derived using data on imports from UN and the spliced GDP,3612015,.4724864
SYR,2015,1760153,Derived using data on imports from UN and the spliced GDP,4783661,.367951
SYR,2016,2784623,Derived using data on imports from UN and the spliced GDP,6223035,.4474702
SYR,2017,3485800,Derived using data on imports from UN and the spliced GDP,8608955,.404904
SYR,2018,3431429,Derived using data on imports from UN and the spliced GDP,1.00e+07,.3420073
SYR,2019,3383308,Derived using data on imports from UN and the spliced GDP,1.24e+07,.2737674
SYR,2020,5805191,Derived using data on imports from UN and the spliced GDP,1.86e+07,.3113233
SYR,2021,1.89e+07,Derived using data on imports from UN and the spliced GDP,4.15e+07,.4570752
SYR,2022,2.55e+07,Derived using data on imports from UN and the spliced GDP,8.86e+07,.2879934
SYR,2023,7.58e+07,Derived using data on imports from UN and the spliced GDP,2.15e+08,.3521306
TCA,1970,6.774785,Derived using data on imports from UN and the spliced GDP,9.775102,.6930654
TCA,1971,7.632158,Derived using data on imports from UN and the spliced GDP,11.01184,.6930864
TCA,1972,8.597645,Derived using data on imports from UN and the spliced GDP,12.40498,.6930802
TCA,1973,9.684648,Derived using data on imports from UN and the spliced GDP,13.97436,.6930299
TCA,1974,10.90961,Derived using data on imports from UN and the spliced GDP,15.74242,.6930071
TCA,1975,12.29204,Derived using data on imports from UN and the spliced GDP,17.73428,.6931232
TCA,1976,13.84862,Derived using data on imports from UN and the spliced GDP,19.97805,.6931918
TCA,1977,15.59698,Derived using data on imports from UN and the spliced GDP,22.50486,.6930493
TCA,1978,17.56328,Derived using data on imports from UN and the spliced GDP,25.35195,.6927782
TCA,1979,19.78956,Derived using data on imports from UN and the spliced GDP,28.56077,.692893
TCA,1980,22.32019,Derived using data on imports from UN and the spliced GDP,32.17538,.6937038
TCA,1981,25.13732,Derived using data on imports from UN and the spliced GDP,36.24524,.6935344
TCA,1982,28.26245,Derived using data on imports from UN and the spliced GDP,40.8218,.6923372
TCA,1983,31.80019,Derived using data on imports from UN and the spliced GDP,45.99242,.6914225
TCA,1984,35.94091,Derived using data on imports from UN and the spliced GDP,51.82785,.6934673
TCA,1985,40.73778,Derived using data on imports from UN and the spliced GDP,58.38383,.6977579
TCA,1986,45.54323,Derived using data on imports from UN and the spliced GDP,65.74865,.6926869
TCA,1987,50.77446,Derived using data on imports from UN and the spliced GDP,73.97731,.6863518
TCA,1988,57.34793,Derived using data on imports from UN and the spliced GDP,83.49432,.6868483
TCA,1989,66.27193,Derived using data on imports from UN and the spliced GDP,94.17754,.7036914
TCA,1990,76.17216,Derived using data on imports from UN and the spliced GDP,105.9107,.719211
TCA,1991,79.46938,Derived using data on imports from UN and the spliced GDP,119.0852,.6673321
TCA,1992,87.33407,Derived using data on imports from UN and the spliced GDP,133.4004,.6546763
TCA,1993,105.4087,Derived using data on imports from UN and the spliced GDP,152.9146,.6893306
TCA,1994,135.4798,Derived using data on imports from UN and the spliced GDP,171.9489,.787907
TCA,1995,151.7949,Derived using data on imports from UN and the spliced GDP,190.5034,.7968094
TCA,1996,87.3053,Derived using data on imports from UN and the spliced GDP,214.0165,.4079373
TCA,1997,108.6521,Derived using data on imports from UN and the spliced GDP,235.3172,.4617262
TCA,1998,125.9066,Derived using data on imports from UN and the spliced GDP,265.1621,.4748289
TCA,1999,148.8869,Derived using data on imports from UN and the spliced GDP,294.5896,.5054047
TCA,2000,162.33,Derived using data on imports from UN and the spliced GDP,319.4433,.5081652
TCA,2001,171.114,Derived using data on imports from UN and the spliced GDP,358.7448,.4769797
TCA,2002,171.474,Derived using data on imports from UN and the spliced GDP,366.7079,.4676037
TCA,2003,188.662,Derived using data on imports from UN and the spliced GDP,409.7536,.4604279
TCA,2004,245.556,Derived using data on imports from UN and the spliced GDP,485.5988,.5056767
TCA,2005,362.979,Derived using data on imports from UN and the spliced GDP,578.6458,.6272905
TCA,2006,591.811,Derived using data on imports from UN and the spliced GDP,721.8915,.819806
TCA,2007,693.597,Derived using data on imports from UN and the spliced GDP,773.4897,.8967113
TCA,2008,710.791,Derived using data on imports from UN and the spliced GDP,862.6837,.8239301
TCA,2009,429.185,Derived using data on imports from UN and the spliced GDP,703.1757,.6103524
TCA,2010,348.266,Derived using data on imports from UN and the spliced GDP,686.7878,.507094
TCA,2011,393.31,Derived using data on imports from UN and the spliced GDP,728.7896,.5396757
TCA,2012,432.2149,Derived using data on imports from UN and the spliced GDP,727.161,.5943868
TCA,2013,412.6075,Derived using data on imports from UN and the spliced GDP,754.238,.5470522
TCA,2014,471.3117,Derived using data on imports from UN and the spliced GDP,841.07,.5603716
TCA,2015,534.4082,Derived using data on imports from UN and the spliced GDP,942.07,.5672702
TCA,2016,576.347,Derived using data on imports from UN and the spliced GDP,1032.452,.5582313
TCA,2017,574.5259,Derived using data on imports from UN and the spliced GDP,1022.365,.5619577
TCA,2018,626.1475,Derived using data on imports from UN and the spliced GDP,1113.178,.5624864
TCA,2019,671.6202,Derived using data on imports from UN and the spliced GDP,1197.415,.5608917
TCA,2020,519.4109,Derived using data on imports from UN and the spliced GDP,924.583,.5617786
TCA,2021,587.4358,Derived using data on imports from UN and the spliced GDP,1045.782,.5617189
TCA,2022,689.9227,Derived using data on imports from UN and the spliced GDP,1228.794,.5614631
TCA,2023,787.4688,Derived using data on imports from UN and the spliced GDP,1402.054,.5616535
TCD,1960,11719.58,Derived using data on imports from IMF_WEO and the spliced GDP,40218.61,.2913969
TCD,1961,13598.29,Derived using data on imports from IMF_WEO and the spliced GDP,42332.61,.3212249
TCD,1962,15387.53,Derived using data on imports from IMF_WEO and the spliced GDP,46288.07,.3324298
TCD,1963,15655.92,Derived using data on imports from IMF_WEO and the spliced GDP,47377.53,.3304504
TCD,1964,18339.8,Derived using data on imports from IMF_WEO and the spliced GDP,54117.06,.3388912
TCD,1965,16282.15,Derived using data on imports from IMF_WEO and the spliced GDP,60817.95,.2677195
TCD,1966,17087.31,Derived using data on imports from IMF_WEO and the spliced GDP,68362.75,.2499506
TCD,1967,17981.94,Derived using data on imports from IMF_WEO and the spliced GDP,71276,.2522861
TCD,1968,18787.1,Derived using data on imports from IMF_WEO and the spliced GDP,73424.38,.25587
TCD,1969,19413.33,Derived using data on imports from IMF_WEO and the spliced GDP,82440.45,.2354831
TCD,1970,25586.23,Derived using data on imports from UN and the spliced GDP,98206.52,.260535
TCD,1971,27085.28,Derived using data on imports from UN and the spliced GDP,106779.3,.2536568
